link	source_url	download_link	title	content_type	id	caption	description	source_section	retrieval_pattern	context_description	file_extension	pub_title	raw_data_format	file_info	section_class	a_attr_href	a_attr_class	a_attr_data-ga-action	a_attr_target	a_attr_rel
DAD2-15-e12454-s002.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10326476/	https://pmc.ncbi.nlm.nih.gov/articles/instance/10326476/bin/DAD2-15-e12454-s002.docx	No Title	local-data	dad212454-supitem-0001	Supporting Information	Supporting  Information  Click  here  for  additional  data  file.	supplementary material	.//supplementary-material	"All participants underwent a tau PET scan (300 MK6240, 503 FTP, 47 PI2620, 57 R0948, 87 GTP1, 51 PM‐PBB3) and a structural magnetic resonance imaging (MRI; for complete details, see Method S1 [this file] in supporting information). 
We defined a sub‐cerebellar cortex region based on the Centiloid cerebellum cortex mask as reference region, excluding the upper portion (slice > −37) of the cerebellum to avoid off‐target binding often observed in the cerebellar vermis, and also the lower part (slice < −47) to avoid quantification challenges such as partial volume, low axial sensitivity, and out‐of‐field scatter (Figure S1 [this file] in supporting information). 
Last, an additional four subregions were defined within the constraints of the universal mask: Mesial Temporal, Meta Temporal, Temporo‐Parietal, and Frontal ROIs (regions of interest; Method S3 [this file] in supporting information). 
Participant characteristics by tau PET tracer are summarized in Table S1 [this file] in supporting information. 
CL‐SPM tracer‐specific masks showed a reasonable overlap (Figure S2 [this file] in supporting information), with a global Dice score of 0.58 (95% confidence interval [CI], 0.52–0.61) and a Dice score in the cortical mask of 0.61 (95% CI, 0.60–0.69). The mean Dice score obtained when comparing paired tracer‐specific masks was 0.85 (Table S2 [this file] in supporting information). The CenTauR mask overlaid on an MRI template is shown in Figure 1 [rid=dad212454-fig-0001] , while the subregion masks are shown in Figure S3 [this file] in supporting information. None of the known off‐target signal regions were discernible in the five masks (Figure S4 [this file] in supporting information). 
Table 1 [rid=dad212454-tbl-0001] provides the regional equations to convert CL‐SPM–based SUVR values ( Material S2 [this file] in supporting information) into CenTauR (CTR ) for each of the six tau tracers included in the study. CTR for the other four ROIs are presented in Figure S5 [this file] in supporting information and CapAIBL CTR are displayed in Figure S6 [this file] in supporting information. Using a threshold of two CTR in the Meta Temporal ROI, all tracers showed high discriminative accuracy for the separation of AD Aβ+ from CU Aβ− individuals (accuracy = 0.96 [min = 0.95 − max = 1], sensitivity = 0.91 [0.78 − 1], specificity = 0.97 [0.93 − 1]) with mean CTR scores for the six different AD cohorts ranging from 8.1 to 22 (Figure 2 [rid=dad212454-fig-0002] and Figure S7 [this file] in supporting information). 
Figure 3 [rid=dad212454-fig-0003] and Figure S8 [this file] in supporting information show boxplots of CTR scores in the five different ROIs. 
The equations to convert CapAIBL SUVR values into CTR scores are presented in Table S3 [this file] in supporting information. Using an arbitrary threshold of 2.0 CapAIBL CTR in the Meta Temporal region, all tracers showed high discriminative accuracy for the separation of AD Aβ+ from CU Aβ− individuals (accuracy = 0.95 [0.93 − 1], sensitivity = 0.89 [0.78 − 1], specificity = 0.98 [0.96 − 1]), with mean CTR for the different AD cohorts ranging from 7.6 to 20.6 (Figures S6 [this file] and S9 [this file] in supporting information). 
Figures S10 [this file] and S11 [this file] in supporting information display the association between CTR scores and Aβ+ PET Centiloid values across the five ROIs. Scatter plots showing the relationship between CapAIBL‐derived CTR scores and Centiloids are shown in Figure S11 [this file] . 
Using CapAIBL the specificities and accuracies were slightly improved (tau negative: accuracy = 0.95, sensitivity = 0.97, specificity = 0.80; limbic predominant: accuracy = 0.92, sensitivity = 0.96, specificity = 0.57, Figures S12–S13 [this file] in supporting information). 
However, the CenTauR framework is flexible in several key aspects: (1) while the results presented here are the average of left and right hemispheres, data can be expressed unilaterally to characterize potential asymmetries in tau deposition; (2) to capture early cortical tau deposition in the inferior and middle temporal gyri, the MTL CTR could be subtracted from the meta temporal CTR ; (3) similar to what was proposed with the Centiloid method, it allows to resample a CTR parametric image, either with a different atlas template, using SPM or with a different image analysis pipeline or software, once all voxels are transformed into CTR parametric images using one of the provided equations (for a global transformation, we suggest using the temporoparietal equation [Figure S13 [this file] ]); and (4) it provides a comprehensive scheme to facilitate and standardize head‐to‐head comparisons between tau tracers.[rid=dad212454-bib-0053] ,[rid=dad212454-bib-0054] Moreover, and in contrast to the Centiloid approach, by incorporating the tracer‐specific “noise” into the measurement, the CenTauR approach provides a more robust and meaningful underpinning for head‐to‐head comparisons between these tracers."	docx	CenTauR: Toward a universal scale and masks for standardizing tau imaging studies	XML							
DAD2-15-e12454-s001.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10326476/	https://pmc.ncbi.nlm.nih.gov/articles/instance/10326476/bin/DAD2-15-e12454-s001.pdf	No Title	local-data	dad212454-supitem-0002	Supporting Information	Supporting  Information  Click  here  for  additional  data  file.	supplementary material	.//supplementary-material		pdf	CenTauR: Toward a universal scale and masks for standardizing tau imaging studies	XML							
media-1.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11212969/bin/media-1.xlsx	No Title	local-data	SD1	No description	Supplement  1	supplementary material	.//supplementary-material	"Of these, 502 genes were replicated in the replication dataset with a nominal p-value < 0.05 ( Fig 2 [rid=F2] ), of which over 97.8% (491) genes have consistent direction-changes in both discovery and replication datasets ( Fig 2 [rid=F2] , and the details are available in Supplementary Table S1 [this file] ). 
Compared with the 491 consistently changed blood-DEGs in both discovery and replication, 44 replicated DEGs with constant direction-changes were further confirmed in dopamine neuron samples ( Fig 2 [rid=F2] , Supplementary Table S1 [this file] )."	xlsx	Transcriptional pathobiology and multi-omics predictors for Parkinson’s disease	XML							
media-2.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11212969/bin/media-2.xlsx	No Title	local-data	SD2	No description	Supplement  2	supplementary material	.//supplementary-material	"There are 5 significantly enriched GO biological processes (GO-BP) with FDR < 0.05, as well as 5 significantly enriched GO cellular component (GO-CC) terms ( Figs 3A [rid=F3] , Supplementary Table S2 [this file] ). Additionally, in the enriched GO-BP terms, we found that the genes are also involved in immune-related pathways, which was also confirmed by the enriched WikiPathways results ( Fig 3B [rid=F3] , Supplementary Table S2 [this file] ). 
By looking into the changes of the leading genes enriched in the neutrophil activation and neutrophil degranulation biological processes, we found that 29 DEGs are involved in these two GO-BPs and of which 28 genes were upregulated in PD case samples in both the discovery and the replication datasets ( Fig 3C [rid=F3] , Supplementary Table S2 [this file] ). 
And the ficolin-1-rich granule and membrane cell components were significantly enriched. (B) Both the enriched GO-BP and the WikiPathway show that DEGs are involved in immune-related pathways. (C) The volcano plot of replicated differentially expressed neutrophil genes in discovery datasets shows that most neutrophil genes are up-regulated in PD patients (the top 5 ranked genes were shown on the plot, the full list can be found in supplementary Table S2 [this file] ). (D) Cell-type specific enrichment analysis shows the replicated genes are enriched in neutrophil cell types in the lymphatic system."	xlsx	Transcriptional pathobiology and multi-omics predictors for Parkinson’s disease	XML							
media-3.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11212969/bin/media-3.xlsx	No Title	local-data	SD3	No description	Supplement  3	supplementary material	.//supplementary-material	Our results are shown in the Supplementary Table S3 [this file] .	xlsx	Transcriptional pathobiology and multi-omics predictors for Parkinson’s disease	XML							
media-4.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11212969/bin/media-4.xlsx	No Title	local-data	SD4	No description	Supplement  4	supplementary material	.//supplementary-material	"The dataset revealed that among the replicated DE eRNAs, 396 were up-regulated, and 203 were down-regulated ( Supplementary Table S4 [this file] ). 
Among these replicated DE circRNAs, 15 were up-regulated, and 6 were down-regulated ( Supplementary Table S4 [this file] )."	xlsx	Transcriptional pathobiology and multi-omics predictors for Parkinson’s disease	XML							
media-5.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11212969/bin/media-5.xlsx	No Title	local-data	SD5	No description	Supplement  5	supplementary material	.//supplementary-material	"The mean and standard deviation of AUROC and AUPRC were 0.72 (0.03) and 0.72 (0.04) on the PPMI 20% withheld validation datasets, and 0.64 (0.01) and 0.74 (0.01) when applied the model to the PDBP/BioFIND testing dataset ( Table 2 [rid=T2] , Supplementary Table S5 [this file] ). 
The comparisons of PD prediction potentials using DEGs, DE eRNAs, or DE circRNAs revealed that DE eRNAs models exhibit comparable performance to DE circRNAs models, but their predictive powers fall below those of DEGs models ( Fig S5 [rid=SD8] , Supplementary Table S5 [this file] ). Further exploration into the PD prediction abilities of PRS or clinical data demonstrated that the best PRS-based model displayed similar AUROC and AUPRC values to the DEG+PRS model on the testing dataset ( Table 2 [rid=T2] , Supplementary Table S5 [this file] ). Clinical data exhibited superior capabilities in distinguishing PD cases from healthy controls, although the performance values slightly lagged behind our final multi-omics model ( Table 2 [rid=T2] , Supplementary Table S5 [this file] ). 
Delving into the selected features in each split, a total of 99 genes were chosen, with 12 of them recurrently selected as predictive features more than 80 times ( Fig 5F [rid=F5] , Supplementary Table S5 [this file] )."	xlsx	Transcriptional pathobiology and multi-omics predictors for Parkinson’s disease	XML							
media-6.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11212969/bin/media-6.docx	No Title	local-data	SD6	No description	Supplement  6	supplementary material	.//supplementary-material		docx	Transcriptional pathobiology and multi-omics predictors for Parkinson’s disease	XML							
media-7.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11212969/bin/media-7.docx	No Title	local-data	SD7	No description	Supplement  7	supplementary material	.//supplementary-material		docx	Transcriptional pathobiology and multi-omics predictors for Parkinson’s disease	XML							
NIHPP2024.06.18.599639v1-supplement-8.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11212969/bin/NIHPP2024.06.18.599639v1-supplement-8.pdf	No Title	local-data	SD8	No description	Supplement  8	supplementary material	.//supplementary-material	"Most of the PD cases in the replication dataset are moderate and advanced, while most PD cases in PPMI are recruited when they are newly diagnosed (( Fig S1 [this file] ). After the stepped sample filtrations, there were 551 case samples, and 437 control samples were kept in the discovery dataset ( Fig S2 [this file] ). For the replication dataset, 760 case samples and 452 control samples were used for the following analysis ( Fig S3 [this file] ). The sex check shows high consistency between clinically reported sex and genetically determined sex ( Fig S4A [this file] ). The case/control sample distributions on the plates show that the percentages of healthy samples on some plates (P201, P207, P208, P209, P210, P211, P212, P213, P214, and P215) are higher than others in the replication dataset, but there is no extreme plate outlier ( Fig S4B [this file] ). The scatter plot demonstrated the sex check consistency between clinically reported sex and genetically determined sex ( Fig S4C [this file] ). And the case/control sample distributions on the plates show more even distributions across all plates ( Fig S4D [this file] ) Finally, 988 baseline samples were included in the discovery dataset and 1,212 baseline samples were included in the replication dataset for all the downstream analyses. 
The comparisons of PD prediction potentials using DEGs, DE eRNAs, or DE circRNAs revealed that DE eRNAs models exhibit comparable performance to DE circRNAs models, but their predictive powers fall below those of DEGs models ( Fig S5 [this file] , Supplementary Table S5 [rid=SD5] ). 
Filters were applied to remove those participants as shown in Fig S2 [this file] and Fig S3 [this file] ."	pdf	Transcriptional pathobiology and multi-omics predictors for Parkinson’s disease	XML							
NIHMS1995748-supplement-1.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11140586/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11140586/bin/NIHMS1995748-supplement-1.pdf	No Title	local-data	SD1	No description	1	supplementary material	.//supplementary-material	"The list of antibodies, and methods in which they were used, can be found in Table S1 [this file] . 
While in our previous analysis we observed only one ApoAI reactive band for CSF samples, two bands were detected in many BioFIND samples ( Fig. S1A [this file] ). S1B [this file] – D [this file] ). 
To confirm this finding we performed a similar analysis on the BioFIND cohort and measured aSN levels before and after depletion of ApoE-positive vesicles in CSF and plasma ( Fig. S2 [this file] ). Afterwards we performed receiver operating characteristic (ROC) analyses for significantly changed targets in both plasma and CSF and observed the highest diagnostic potential for aSN bound to lipoproteins in CSF ( Fig. S3A [this file] , area under curve (AUC) 0.87), followed by CSF ApoE ( Fig. S3B [this file] , AUC 0.69), plasma ApoAI ( Fig. S3C [this file] , AUC 0.68), plasma ApoJ ( Fig. S3D [this file] , AUC 0.64) and CSF ApoJ ( Fig. S3E [this file] , AUC 0.61). 
For the other patients characteristics, we mostly observed correlations between plasma apolipoproteins and patients’ blood pressure, plasma red blood cell count, haemoglobin and haematocrit ( Fig. S4 [this file] ). 
Next, we investigated whether there is any correlation between levels of different types of apolipoproteins, or lipoprotein bound aSN, within and between plasma and CSF ( Fig. S5 [this file] ). 
We have not observed significant differences, neither for CSF ( Fig. S6 [this file] ) nor plasma ( Fig. S7 [this file] ). 
For clarity we focused only on correlations with p < 0.01 and for each analysed sample only the values measured in the same bio-fluid were considered ( Table S2 [this file] )."	pdf	Elevated ApoE, ApoJ and lipoprotein-bound α-synuclein levels in cerebrospinal fluid from Parkinson’s disease patients – Validation in the BioFIND cohort	XML							
media-1.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12919141/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12919141/bin/media-1.pdf	No Title	local-data	SD1	No description	Supplement  1	supplementary material	.//supplementary-material	"Table 1 [this file] . 
Table 2 [this file] , and the InCHIANTI cohort in Supp. Table 3 [this file] . Table 4 [this file] ), highlighting their suitability for cross-study validation. 
Fig. 1b [this file] - c [this file] ). Fig. S1A [this file] , S1D [this file] , S1E [this file] ). 
Table 8 [this file] . 
The age distributions of the entire BLSA cohort (n=1275, ages 22-96), the eligible cohort (N = 1093, ages 50-90), and the selected group (N=480, ages 50-90) are shown in Supp Fig. 2a [this file] . Fig. 2b [this file] ). Fig. 2c [this file] ). 
Fig. 3a [this file] ). Fig. 3b [this file] ). Fig. 3c [this file] ). 
Fig. 4a [this file] ). 
Fig. 5a [this file] - d [this file] ). 
Fig. 5c [this file] ). Fig. 6a [this file] ). Fig. 5d [this file] ). Fig. 6b [this file] ). Fig. 6c [this file] ). 
Fig. 6d [this file] ). Fig. 6e [this file] ). Fig. 7a [this file] , b [this file] ). Fig. 7c [this file] , d [this file] ). 
Table 10 [this file] ). Table 10 [this file] ), indicating that the composite scores may be more suitable for predicting longitudinal outcomes. Fig. 8a [this file] ), and hypertension onset ( Supp. Fig. 8b [this file] ). 
Fig. 9a [this file] , b [this file] ). Fig. 9c [this file] , d [this file] ). Fig. 10a [this file] ). Fig. 10b [this file] ). 
Fig. 11a [this file] , b [this file] ) and InCHIANTI ( Supp. Fig. 11c [this file] , d [this file] ). 
Fig. 7a [this file] ), renal epithelial cells most strongly associating with kidney disease ( Fig. 5c [rid=F5] ), and preadipocyte cells demonstrating the strongest association with BMI ( Fig. 5d [rid=F5] ), among others. 
Fig. 5a [this file] - d [this file] ). Additionally, PBMC senescence is most strongly associated with future onset of disease including diabetes ( Fig. 6c [rid=F6] ) and kidney disease ( Supp Fig. 8a [this file] ) in the BLSA. 
This study confirmed potential sex differences in the senescence burden in later life, namely in that males and females experienced peak nonlinear upregulation at different ages ( Fig. 3a [rid=F3] ), and that these senescence markers seem to be implicated in a pro-inflammatory immune response only in males ( Fig. S2c [this file] ). 
Fig. 11d [this file] ), highlighting the heterogeneity of the senescence burden. 
Fig. S1c [this file] - d [this file] ) the universe supplied consisted of all proteins detected in both the SenCat and the BLSA 7k SomaScan."	pdf	Circulating Cell Type Senescence Signatures Reveal High-Resolution Health Status and Trajectories in Human Longitudinal Studies	XML							
media-2.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12919141/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12919141/bin/media-2.xlsx	No Title	local-data	SD2	No description	Supplement  2	supplementary material	.//supplementary-material	Table 5 [this file] ) and InCHIANTI ( ).	xlsx	Circulating Cell Type Senescence Signatures Reveal High-Resolution Health Status and Trajectories in Human Longitudinal Studies	XML							
media-3.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12919141/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12919141/bin/media-3.xlsx	No Title	local-data	SD3	No description	Supplement  3	supplementary material	.//supplementary-material	Table 9 [this file] ).	xlsx	Circulating Cell Type Senescence Signatures Reveal High-Resolution Health Status and Trajectories in Human Longitudinal Studies	XML							
media-4.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12919141/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12919141/bin/media-4.xlsx	No Title	local-data	SD4	No description	Supplement  4	supplementary material	.//supplementary-material	Table 7 [this file] ).	xlsx	Circulating Cell Type Senescence Signatures Reveal High-Resolution Health Status and Trajectories in Human Longitudinal Studies	XML							
media-5.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12919141/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12919141/bin/media-5.xlsx	No Title	local-data	SD5	No description	Supplement  5	supplementary material	.//supplementary-material	Table 11 [this file] ).	xlsx	Circulating Cell Type Senescence Signatures Reveal High-Resolution Health Status and Trajectories in Human Longitudinal Studies	XML							
media-6.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12919141/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12919141/bin/media-6.xlsx	No Title	local-data	SD6	No description	Supplement  6	supplementary material	.//supplementary-material	Table 12 [this file] .	xlsx	Circulating Cell Type Senescence Signatures Reveal High-Resolution Health Status and Trajectories in Human Longitudinal Studies	XML							
13195_2025_1924_MOESM1_ESM.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12797566/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12797566/bin/13195_2025_1924_MOESM1_ESM.pdf	No Title	local-data	MOESM1	Supplementary Material 1	Supplementary  Material  1	supplementary material	.//supplementary-material		pdf	Post-infection brain atrophy accelerates cognitive and molecular changes underlying dementia	XML							
13195_2025_1924_MOESM2_ESM.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12797566/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12797566/bin/13195_2025_1924_MOESM2_ESM.xlsx	No Title	local-data	MOESM2	Supplementary Material 2	Supplementary  Material  2	supplementary material	.//supplementary-material		xlsx	Post-infection brain atrophy accelerates cognitive and molecular changes underlying dementia	XML							
ALZ-21-e14405-s002.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11775450/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11775450/bin/ALZ-21-e14405-s002.pdf	No Title	local-data	alz14405-supitem-0001	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material		pdf	Sex differences in the trajectories of plasma biomarkers, brain atrophy, and cognitive decline relative to amyloid onset	XML							
ALZ-21-e14405-s001.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11775450/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11775450/bin/ALZ-21-e14405-s001.pdf	No Title	local-data	alz14405-supitem-0002	Supporting Information	Supporting  Information	supplementary material	.//supplementary-material		pdf	Sex differences in the trajectories of plasma biomarkers, brain atrophy, and cognitive decline relative to amyloid onset	XML							
13195_2024_1459_MOESM1_ESM.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11059745/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11059745/bin/13195_2024_1459_MOESM1_ESM.docx	No Title	local-data	MOESM1	Supplementary Material 1.	Supplementary  Material  1.	supplementary material	.//supplementary-material	"Cross-sectional analyses showed no associations of plasma Aβ , GFAP, and NfL with total or regional brain volumes (Supplemental Table 1 [rid=Tab1] ; Supplemental Table 2 [this file] [model without eGFR as a covariate]; Supplemental Table 3 [rid=MOESM2] [full model]); however, higher plasma pTau-181 was associated with smaller inferior temporal gyrus volume ( < 0.0001) at baseline. pTau-181 levels were additionally associated with faster declines in total gray matter volume ( = 0.005), and in the superior temporal gyrus ( = 0.001), middle temporal gyrus ( = 0.001), inferior temporal gyrus ( = 0.005), parahippocampal gyrus ( = 0.002), and amygdala ( = 0.009) regions after correcting for multiple comparisons (Fig. 2 [rid=Fig2] a; Supplemental Table 1 [rid=Tab1] ). The results were similar in sensitivity analyses that did not adjust for eGFR (Supplementary Table 2 [this file] ). 
Post hoc analyses showed that the association of GFAP with faster declines in middle temporal gyrus volume was much stronger among men than it was among women (Supplemental Tables 4 [this file] and 5 [this file] ). However, there was evidence for effect modification by sex on cross-sectional associations for each of these biomarkers (see Supplemental Table 4 [this file] ). 
The association of higher pTau-181 with faster parahippocampal gyrus volume loss was considerably stronger among ε4-negative participants compared to ε4-positive participants (Supplemental Tables 5 [this file] and 6 [this file] ). Modification effects of ε4 status on brain volume change were not observed for Aβ , GFAP, or NfL (Supplemental Table 6 [this file] ). 
Amyloid status (defined by plasma Aβ ) modified the association between baseline pTau-181 and longitudinal brain volume changes (ventricular volume: -interaction = 0.001; hippocampal volume: -interaction = 0.04; total brain volume: -interaction = 0.05; Supplemental Table 7 [this file] ). Post hoc analyses demonstrated that among those with higher Aβ burden (low Aβ ), higher baseline pTau-181 was associated with faster ventricular volume increase; however, no relationship was observed among those with lower Aβ burden (high Aβ ) (Supplemental Table 5 [this file] and 7 [this file] ; Fig. 2 [rid=Fig2] b). Surprisingly, among those with lower Aβ burden (high Aβ ), higher baseline pTau-181 was associated with accelerated declines in total brain volume and hippocampal volume, while no association was observed among those with higher Aβ burden (Supplemental Tables 5 [this file] and 7 [this file] ; Fig. 2 [rid=Fig2] b). 
Similarly, pTau-181, GFAP, and NfL and were not associated with cognition in cross-sectional analyses (Supplemental Table 8 [this file] ; Supplemental Table 9 [this file] [model without eGFR as a covariate]; Supplemental Table 10 [rid=MOESM3] [full model]). In longitudinal analyses, lower Aβ was associated with faster declines in verbal memory ( < 0.0001) and visuospatial performance ( = 0.02), while higher GFAP was associated with accelerated declines in verbal fluency ( = 0.002; Fig. 4a) after correcting for multiple comparisons. pTau-181 and NfL levels were not associated with changes in cognition (Supplemental Table 8 [this file] ). 
Consistent with our brain volume analyses, examination of effect modification by sex found an isolated GFAP × sex interaction on change in visuospatial skills ( -interaction = 0.01; Supplemental Table 11 [this file] . Among men, higher baseline GFAP was associated with faster declines in visuospatial performance, but this was not the case for women (Supplemental Table 11 [this file] and 12 [this file] ). 
However, cross-sectional analyses did show evidence for ε4 as a modifier of the cross-sectional associations of Aβ and NfL with measures of attention (Supplemental Table 13 [this file] ). 
Amyloid status (defined by Aβ ) modified the associations of GFAP and pTau-181 with longitudinal change in cognitive performance (GFAP: -interaction = 0.02; pTau-181: -interaction = 0.03; Supplemental Tables 12 [this file] and 14 [this file] )."	docx	Alzheimer’s and neurodegenerative disease biomarkers in blood predict brain atrophy and cognitive decline	XML							
13195_2024_1459_MOESM2_ESM.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11059745/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11059745/bin/13195_2024_1459_MOESM2_ESM.xlsx	No Title	local-data	MOESM2	Supplementary Material 2.	Supplementary  Material  2.	supplementary material	.//supplementary-material	Cross-sectional analyses showed no associations of plasma Aβ , GFAP, and NfL with total or regional brain volumes (Supplemental Table 1 [rid=Tab1] ; Supplemental Table 2 [rid=MOESM1] [model without eGFR as a covariate]; Supplemental Table 3 [this file] [full model]); however, higher plasma pTau-181 was associated with smaller inferior temporal gyrus volume ( < 0.0001) at baseline. pTau-181 levels were additionally associated with faster declines in total gray matter volume ( = 0.005), and in the superior temporal gyrus ( = 0.001), middle temporal gyrus ( = 0.001), inferior temporal gyrus ( = 0.005), parahippocampal gyrus ( = 0.002), and amygdala ( = 0.009) regions after correcting for multiple comparisons (Fig. 2 [rid=Fig2] a; Supplemental Table 1 [rid=Tab1] ).	xlsx	Alzheimer’s and neurodegenerative disease biomarkers in blood predict brain atrophy and cognitive decline	XML							
13195_2024_1459_MOESM3_ESM.xlsx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11059745/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11059745/bin/13195_2024_1459_MOESM3_ESM.xlsx	No Title	local-data	MOESM3	Supplementary Material 3.	Supplementary  Material  3.	supplementary material	.//supplementary-material	Similarly, pTau-181, GFAP, and NfL and were not associated with cognition in cross-sectional analyses (Supplemental Table 8 [rid=MOESM1] ; Supplemental Table 9 [rid=MOESM1] [model without eGFR as a covariate]; Supplemental Table 10 [this file] [full model]).	xlsx	Alzheimer’s and neurodegenerative disease biomarkers in blood predict brain atrophy and cognitive decline	XML							
11357_2023_792_MOESM1_ESM.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10651620/	https://pmc.ncbi.nlm.nih.gov/articles/instance/10651620/bin/11357_2023_792_MOESM1_ESM.docx	No Title	local-data	MOESM1	Supplementary file1 (DOCX 299 KB)	Supplementary  file1  (DOCX  299  KB)	supplementary material	.//supplementary-material	"We also calculated 9 specific ratio measures based on individual metabolites, including the Fischer Ratio (branched-chain amino acids/aromatic amino acids), Global Arginine Bioavailability Ratio (GABR = Arg/(Ornithine + Cit)), Homoarginine Synthesis (hArg/(Arg + Lys), Homocysteine Synthesis (HCys/Met), Hippuric Acid Synthesis (HipAcid/Gly), Indoleamine 2,3-Dioxygenase Activity (IDO = Kynurenine/Trp), Ratio of DHA to EPA, Ratio of Proline to Citrulline, and Sarcosine Synthesis from Glycine (= Sarcosine/Gly) (Table S 1 [this file] ). 
For longitudinal metabolite changes, pairwise comparisons between no decline and declining groups are presented in Figure S 1 [this file] . 
Network analysis identified 3 modules in the BLSA (Figure S 2 [this file] )."	docx	Plasma metabolomic signatures of dual decline in memory and gait in older adults	XML							
ijms-27-03430-s001.zip	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13115908/	https://pmc.ncbi.nlm.nih.gov/articles/instance/13115908/bin/ijms-27-03430-s001.zip	No Title	local-data	ijms-27-03430-s001	No description		supplementary material	.//supplementary-material		zip	Metatranscriptomic Reanalysis of Alzheimer’s Brains Identifies Low-Biomass Microbial Signals Including Enrichment of	XML							
cimb-47-00976-s001.zip	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12732164/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12732164/bin/cimb-47-00976-s001.zip	No Title	local-data	cimb-47-00976-s001	No description		supplementary material	.//supplementary-material		zip	Comparative Multi-Omics Analysis Identifies Shared Transcriptomic Signatures and Therapeutic Targets in Alzheimer’s, Parkinson’s, and Huntington’s Diseases	XML							
