model_name	version	mention_type	url	context_from_paper	source_url
scikit-learn		used	https://scikit-learn.org/stable/index.html	Machine learning age regression was calculated with scikit learn https://github.com/rpomponio/neuroHarmonize https://scikit-learn.org/stable/index.html	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
Optuna		used	https://hub.optuna.org/samplers/grid_search/	Optuna was used for gridsearch https://scikit-learn.org/stable/index.html https://hub.optuna.org/samplers/grid_search/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
statsmodels		used	https://www.statsmodels.org/stable/index.html	statsmodels were used for statistical testing https://hub.optuna.org/samplers/grid_search/ https://www.statsmodels.org/stable/index.html	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142645/
scMultiMap		created	https://github.com/ChangSuBiostats/scMultiMap	The R package that implements scMultiMap is available on Github: https://github.com/ChangSuBiostats/scMultiMap	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11463474/
ACE		created	https://doi.org/10.5281/zenodo.14624012;https://github.com/AllenInstitute/ACE;https://sea-ad.shinyapps.io/ACEapp/	ACE is available as a hosted website at https://sea-ad.shinyapps.io/ACEapp/ with source code and associate annotation tables available on GitHub at https://github.com/AllenInstitute/ACE. Although ACE is under active development, a snapshot of the project associated with this manuscript release is stored on Zenodo at https://doi.org/10.5281/zenodo.14624012 and on GitHub.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11844562/
All-MiniLM-L6-v2		used	https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2	Reimers N, Espejel O, Cuenca P. All-MiniLM-L6-v2. Hugging Face. 2021. Available from: https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2 [accessed Jun 21, 2023].	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12573878/
All-mpnet-base-v1		used	https://huggingface.co/sentence-transformers/all-mpnet-base-v1	Reimers N, Espejel O, Cuenca P. All-mpnet-base-v1. Hugging Face. 2021. Available from: https://huggingface.co/sentence-transformers/all-mpnet-base-v1 [accessed Jun 21, 2023].	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12573878/
VQVNS		created	https://github.com/gmilab/VQVNS;https://huggingface.co/hsuresh/vqvns	All code for the machine learning model has been made publicly available on GitHub ( https://github.com/gmilab/VQVNS 102 ) and HuggingFace ( https://huggingface.co/hsuresh/vqvns ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13234157/
fMRIPrep	v23.2.2	used	https://fmriprep.org/en/23.2.2/	Preprocessing pipelines relied exclusively on publicly available BIDS-Apps: functional MRI Preprocessing (fMRIPrep) (v23.2.2, https://fmriprep.org/en/23.2.2/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
XCP-D	v0.7.4	used	https://xcp-d.readthedocs.io/en/0.7.4/	Preprocessing pipelines relied exclusively on publicly available BIDS-Apps: functional MRI Preprocessing (fMRIPrep) (v23.2.2, https://fmriprep.org/en/23.2.2/), XCP-D (v0.7.4, https://xcp-d.readthedocs.io/en/0.7.4/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
MRIQC	v24.1.0	used	https://mriqc.readthedocs.io/en/latest/	Preprocessing pipelines relied exclusively on publicly available BIDS-Apps: functional MRI Preprocessing (fMRIPrep) (v23.2.2, https://fmriprep.org/en/23.2.2/), XCP-D (v0.7.4, https://xcp-d.readthedocs.io/en/0.7.4/), and MRIQC (v24.1.0, https://mriqc.readthedocs.io/en/latest/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
FSL	v7.3.2	used	https://fsl.fmrib.ox.ac.uk/fsl/docs/	Preprocessing pipelines relied exclusively on publicly available BIDS-Apps: functional MRI Preprocessing (fMRIPrep) (v23.2.2, https://fmriprep.org/en/23.2.2/), XCP-D (v0.7.4, https://xcp-d.readthedocs.io/en/0.7.4/), and MRIQC (v24.1.0, https://mriqc.readthedocs.io/en/latest/) or common neuroimaging tools as FSL (v7.3.2, https://fsl.fmrib.ox.ac.uk/fsl/docs/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
REACT		used	https://github.com/ottaviadipasquale/react-fmri	REACT was implemented with the open-source react-fmri package, available at https://github.com/ottaviadipasquale/react-fmri	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
ComBat		used		Custom scripts for brain-age modeling (SVR) and feature harmonization with ComBat were written for local execution and are available upon reasonable request from the corresponding author under a standard data-use agreement.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12632960/
MEG-GPT		created	https://github.com/OHBA-analysis/MEG-GPT	A PyTorch implementation of MEG-GPT is available here: https://github.com/OHBA-analysis/MEG-GPT	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13403652/
EphysTokenizer		created	https://github.com/OHBA-analysis/EphysTokenizer	A PyTorch implemention of the tokenizer is available here: https://github.com/OHBA-analysis/EphysTokenizer	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13403652/
Scikit-learn		used		Scikit-learn was used to develop and evaluate traditional classifiers	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12752400/
Keras		used		Keras with TensorFlow served as the backend for training the neural network-based models	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12752400/
TensorFlow		used		Keras with TensorFlow served as the backend for training the neural network-based models	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12752400/
scVI	1.0.4	used		To analyze the snRNA-seq data used in this work, we used the powerful scVI (single-cell variational inference; Lopez et al., 2018 ; Virshup et al., 2023 ) tool, version 1.0.4.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11485264/
PyTorch		used		It is built on PyTorch ( Antiga et al., 2020 ; Virshup et al., 2023 ) and AnnData ( Wolf et al., 2018 ) frameworks that use hierarchical Bayesian modeling ( Gelman and Hill, 2007 ) to transform the cell-by-gene data into a latent space and facilitate a number of downstream analysis tasks like clustering, visualization, differential expression, etc.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11485264/
AnnData		used		It is built on PyTorch ( Antiga et al., 2020 ; Virshup et al., 2023 ) and AnnData ( Wolf et al., 2018 ) frameworks that use hierarchical Bayesian modeling ( Gelman and Hill, 2007 ) to transform the cell-by-gene data into a latent space and facilitate a number of downstream analysis tasks like clustering, visualization, differential expression, etc.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11485264/
scvi-tools		used		In the future, the code is planned to be made available on the scvi-tools, with proper documentation, and tutorials.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13131499/
MF-MGCN		created		The proposed MF-MGCN model incorporates both convolutional and fully connected layers and is implemented using Pytorch.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12263931/
Pytorch		used		The proposed MF-MGCN model incorporates both convolutional and fully connected layers and is implemented using Pytorch.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12263931/
scPhase		created		The scPhase model accepts a sample's single-cell expression matrix as input, where each cell is represented by the log-normalized expression of 5,000 HVGs. For the model's supervised training, each sample is assigned its corresponding clinical phenotype: numerically encoded for classification tasks or used as a direct floating-point value for regression tasks, along with a batch identifier for domain adaptation.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12906058/
PyTorch		used		All expression matrices and labels are ultimately converted into PyTorch tensors for model processing	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12906058/
TensorFlow	2.7.0-gpu	used		Graph Neural Networks (GNNs) were built in Python (v3.8.10, python.org/ ) with TensorFlow (v2.7.0-gpu) 97 and Keras.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12988147/
Keras		used		Graph Neural Networks (GNNs) were built in Python (v3.8.10, python.org/ ) with TensorFlow (v2.7.0-gpu) 97 and Keras.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12988147/
PyTorch		used		Our model was implemented using the PyTorch framework and trained on an NVIDIA 3060 Ti.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12222718/
AdamW		used		In the experimental section, AdamW was used as the optimizer, with a linear warm-up strategy for learning rate adjustments.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12222718/
ENIGMA MEG Pipeline		used	https://github.com/nih-megcore/enigma_MEG	Initial data processing was performed using the ENIGMA MEG Pipeline, available at https://github.com/nih-megcore/enigma_MEG	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12820802/
PhenoLinker		created	https://huggingface.co/spaces/Melland/PhenoLinker	Predictions and their corresponding in-silico explanations are available at https://huggingface.co/spaces/Melland/PhenoLinker .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11627200/
causarray		created	https://github.com/jaydu1/causarray	The code for reproducing the results in the paper and the causarray package can be accessed at https://registry.opendata.aws/allen-sea-ad-atlas/ https://github.com/jaydu1/causarray .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13082396/
BADGERS		created	https://github.com/qlu-lab/BADGERS	The BADGERS software is freely available at https://github.com/qlu-lab/BADGERS, copy archived at https://github.com/qlu-lab/BADGERS qlu-lab, 2024.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126309/
TensorFlow	2.4.1	used		The neural networks were implemented in Python 3.8.10 using TensorFlow 72 2.4.1.72.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12642744/
MMIDAS		created	https://github.com/AllenInstitute/MMIDAS;https://github.com/AllenInstitute/MMIDAS/blob/main/KEGG;https://github.com/AllenInstitute/MMIDAS/data	Code for MMIDAS implementation and analysis are available at https://github.com/AllenInstitute/MMIDAS. All taxonomies, list of genes, and additional metadata are available at https://github.com/AllenInstitute/MMIDAS/data. Collection of KEGG pathways from the KEGG database along with the corresponding genes can be found at https://github.com/AllenInstitute/MMIDAS/blob/main/KEGG.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10592946/
ESM-2	esm2_t6_8M_UR50D	used	https://huggingface.co/facebook/esm2_t6_8M_UR50D	Every sequence was passed through the pretrained ESM-2 transformer (esm2_t6_8M_UR50D, 8 M parameters, available from https://huggingface.co/facebook/esm2_t6_8M_UR50D ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12424641/
Keras		used		sML and size measurements were performed using a custom web‐interface, Keras, TensorFlow, FIJI and the Hough circle transform.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12560119/
TensorFlow		used		sML and size measurements were performed using a custom web‐interface, Keras, TensorFlow, FIJI and the Hough circle transform.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12560119/
fsusieR		created	https://github.com/stephenslab/fsusieR	The fsusieR R package is available on GitHub at https://github.com/stephenslab/fsusieR (3-clause BSD license).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
VCPA	1.1	used	http://www.niagads.org/VCPA/;https://github.com/stephenslab/fsusie-experiments/	Other software and R packages used in this work include: VCPA 1.1 (https://github.com/stephenslab/fsusie-experiments/ http://www.niagads.org/VCPA/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
BWA-MEM	0.7.15	used	https://github.com/lh3/bwa/	BWA-MEM 0.7.15 (http://www.niagads.org/VCPA/ https://github.com/lh3/bwa/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
GATK	4.1.1	used	https://gatk.broadinstitute.org	GATK 4.1.1 (https://github.com/lh3/bwa/ https://gatk.broadinstitute.org);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
FastQC	0.12.1	used	http://www.bioinformatics.babraham.ac.uk/projects/fastqc/	FastQC 0.12.1 (https://gatk.broadinstitute.org/ http://www.bioinformatics.babraham.ac.uk/projects/fastqc/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
fastp	0.23.4	used	https://github.com/OpenGene/fastp/	fastp 0.23.4 (http://www.bioinformatics.babraham.ac.uk/projects/fastqc/ https://github.com/OpenGene/fastp/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
STAR	2.7.11b	used	https://github.com/alexdobin/STAR/	STAR 2.7.11b (https://github.com/OpenGene/fastp/ https://github.com/alexdobin/STAR/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
WASP		used	https://github.com/bmvdgeijn/WASP/	WASP (https://github.com/alexdobin/STAR/ https://github.com/bmvdgeijn/WASP/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
Picard	3.1.0	used	https://broadinstitute.github.io/picard/	Picard 3.1.0 (https://github.com/bmvdgeijn/WASP/ https://broadinstitute.github.io/picard/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
RNA-SeQC	2.4.2	used	https://github.com/getzlab/rnaseqc/	RNA-SeQC 2.4.2 (https://broadinstitute.github.io/picard/ https://github.com/getzlab/rnaseqc/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
MACS2		used	https://github.com/macs3-project/MACS/	MACS2 (https://github.com/getzlab/rnaseqc/ https://github.com/macs3-project/MACS/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
ComBat		used	https://github.com/epigenelabs/pyComBat/	ComBat (https://github.com/macs3-project/MACS/ https://github.com/epigenelabs/pyComBat/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
PLINK	1.9	used	https://www.cog-genomics.org/plink/	PLINK 1.9 (https://github.com/epigenelabs/pyComBat/ https://www.cog-genomics.org/plink/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
TensorQTL	1.0.8	used	https://github.com/broadinstitute/tensorqtl/	TensorQTL 1.0.8 (https://www.cog-genomics.org/plink/ https://github.com/broadinstitute/tensorqtl/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
sim1000G	1.40	used	https://github.com/adimitromanolakis/sim1000G	sim1000G 1.40 (https://github.com/broadinstitute/tensorqtl/ https://github.com/adimitromanolakis/sim1000G);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
WGBSSuite	0.4	used	https://github.com/SystemsGeneticsSG/WGBSSuite/	WGBSSuite 0.4 (https://github.com/adimitromanolakis/sim1000G https://github.com/SystemsGeneticsSG/WGBSSuite/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
SeqSIMLA		used	https://seqsimla.sourceforge.net/	SeqSIMLA (https://github.com/SystemsGeneticsSG/WGBSSuite/ https://seqsimla.sourceforge.net/);	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
susieR	0.14.7	used	https://github.com/stephenslab/susieR/	susieR 0.14.7 (https://se	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12363973/
MetImputBERT		created	https://github.com/Qiu-Shizheng/MetImputBERT/tree/master	MetImputBERT is available at GitHub: https://github.com/Qiu-Shizheng/MetImputBERT/tree/master	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12753303/
MaxToki		created	https://github.com/NVIDIA-Digital-Bio/MaxToki;https://huggingface.co/theodoris-lab/MaxToki	The pretrained MaxToki models are available on Hugging Face Model Hub ( https://huggingface.co/theodoris-lab/MaxToki ). The generative pretraining, timelapse training, and inference code are available at the NVIDIA Digital Biology Research GitHub repository ( https://github.com/NVIDIA-Digital-Bio/MaxToki ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13060336/
PyTorch		used	https://pytorch.org/	The network was implemented using PyTorch ( https://pytorch.org/ ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12686522/
MNI-152 atlas		used		To obtain representations of the whole brain, we take the FA maps linearly registered to the MNI-152 atlas as input.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13396798/
TIMON		used	https://github.com/rzzli/FetalMicroglia	Code for TIMON analysis is previously published and available here; https://github.com/rzzli/FetalMicroglia	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12622173/
HOMER		used	http://homer.ucsd.edu/homer/	All code used for the analysis of RNA-seq, ATAC-seq, and H3K27ac ChIP-seq data in this manuscript is available through HOMER ( http://homer.ucsd.edu/homer/ )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12622173/
BAMboozle		used		For human scRNA-seq data, BAM files were processed with BAMboozle  key resources table   to safeguard donor identities by masking donor-specific SNPs and insertions or deletions (indels), replacing them with reference genome sequences.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12094688/
Tensorflow	2.8.0	used		We trained the deep learning model using Tensorflow [ 32 ] (version 2.8.0) and Python (version 3.8).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12602841/
Xavier initialization		used		The model's weights were initialized using the default Tensorflow method, the Xavier initialization [ 33 ].	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12602841/
Adam algorithm		used		The Adam algorithm was employed to train the model.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12602841/
JODIE		created	https://doi.org/10.5281/zenodo.19593928;https://github.com/medical-genomics-group/JODIE	The code for JODIE developed in this work is open source and is publicly available on zenodo (https://doi.org/10.5281/zenodo.19593928) and GitHub (https://github.com/medical-genomics-group/JODIE).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347940/
mfsusieR		created	https://github.com/stephenslab/mfsusieR	The mfsusieR R package is available on GitHub at https://github.com/stephenslab/mfsusieR	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
PLINK	1.9	used	https://www.cog-genomics.org/plink/	PLINK 1.9 (https://www.cog-genomics.org/plink/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
TensorQTL	1.0.8	used	https://github.com/broadinstitute/tensorqtl/	TensorQTL 1.0.8 (https://github.com/broadinstitute/tensorqtl/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
sim1000G	1.40	used	https://github.com/adimitromanolakis/sim1000G	sim1000G 1.40 (https://github.com/adimitromanolakis/sim1000G)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
SeqSIMLA		used	https://seqsimla.sourceforge.net/	SeqSIMLA (https://seqsimla.sourceforge.net/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
susieR	0.14.7	used	https://github.com/stephenslab/susieR/	susieR 0.14.7 (https://github.com/stephenslab/susieR/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
coloc	5.2.3	used	https://github.com/chr1swallace/coloc/	coloc 5.2.3 (https://github.com/chr1swallace/coloc/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
ashr	2.2–63	used	https://github.com/stephens999/ashr/	ashr 2.2–63 (https://github.com/stephens999/ashr/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
mixsqp	0.3.18	used	https://github.com/stephenslab/mixsqp/	mixsqp 0.3.18 (https://github.com/stephenslab/mixsqp/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
wavethresh	4.7.2	used	https://cran.r-project.org/package=wavethresh	wavethresh 4.7.2 (https://cran.r-project.org/package=wavethresh)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
R	4.3.3	used	https://www.r-project.org	R 4.3.3 (https://www.r-project.org)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12697552/
Tensorflow		used		The VA utilizes advanced deep learning techniques through Tensorflow to analyze stroke-related symptoms specifically.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11157553/
convolutional neural networks		used		It employs convolutional neural networks for detecting changes in facial symmetry and vocal patterns indicative of stroke events, enhancing classification accuracy with metadata.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11157553/
Genal	1.5	used	https://github.com/CypRiv/genal	Genetic analyses including clumping, polygenic risk scoring and all Mendelian Randomization analyses were performed using the Genal 1.5 package in Python 3.9.1. The Genal package and associated code examples are publicly available at https://github.com/CypRiv/genal.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13105117/
Recurrent Neural Network		created		The model is based on the Python software language, the Tensorflow AI library, and the Recurrent Neural Network and has 12 inner layers and 1024 neurons.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12439377/
Maverik	2025-X8XXX	created		The model was registered by the Turkish Patent and Trademark Office with the name 'Maverik' as a 'Utility Model' with the number 2025-X8XXX, 'Physician Friendly Closed Circuit Artificial Intelligence Software for the Evaluation of Medical Data in Childhood Chronic Non-bacterial Osteomyelitis Disease'.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12439377/
microglial MASHR		created	https://doi.org/10.5281/zenodo.18156902	The microglial MASHR models trained and used in this study are available on Zenodo: https://doi.org/10.5281/zenodo.18156902.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13193131/
polygenic score models	PGP000244	used	https://www.pgscatalog.org/	We downloaded the pre-trained polygenic score models characterized from our previous study from the PGS catalog (PGS Publication ID: PGP000244)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13192582/
Allen Mouse Brain Atlas		used		Next, an automated process, performed by LifeCanvas Technologies, registered the samples to the Allen Mouse Brain Atlas. Subsequently, c-FOS segmentation was carried out using a custom convolutional neural network created with Tensorflow (by Google). Finally, based on the previously calculated Atlas Registration, each cell location was projected onto the Allen Brain Atlas to determine c-FOS cell coverage for each brain region.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11627187/
Tensorflow		used		c-FOS segmentation was carried out using a custom convolutional neural network created with Tensorflow (by Google).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11627187/
scikit-learn		used		The framework integrates scikit-learn for ML and PyTorch for tensor operations.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13104804/
PyTorch		used		The framework integrates scikit-learn for ML and PyTorch for tensor operations.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13104804/
Tensorflow.js		used		DeepVenn -- a web application for the creation of area-proportional Venn diagrams using the deep learning framework Tensorflow.js	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715728/
