Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/AyaFergany/GraduationProject-Alzheimer-s-disease-detection	AyaFergany	AyaFergany	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease detection and classification, which is a major neurodegenerative disease. The project uses brain MRI imaging data for medical diagnosis, making it highly relevant to biomedical research and neurological healthcare applications.	This project implements deep learning models for multi-class Alzheimer's disease detection and classification using brain MRI data. The code compares different convolutional neural network architectures (VGG19, DenseNet121, and SqueezeNet) to classify patients into categories of normal cognition, mild cognitive impairment (MCI), and Alzheimer's disease, with VGG19 achieving the best performance at 83.2% accuracy.	Brain MRI imaging data, clinical data, and genetic data from the Alzheimer's Disease Neuroimaging Initiative (ADNI) database.	VGG19, DenseNet121, SqueezeNet (deep learning architectures), data augmentation techniques (zoom, rotation), ADNI database.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/GavinSaiun/GFNet-Alzheimer-Detection	GavinSaiun	GavinSaiun	Python	YES - This repository is directly focused on Alzheimer's disease classification using brain MRI scans. It implements a vision transformer (GFNet) for early diagnosis and classification of Alzheimer's disease, which is a key neurodegenerative disorder, making it highly relevant to biomedical research and neuroimaging applications.	This code implements a Global Filter Network (GFNet) vision transformer for classifying Alzheimer's disease from brain MRI scans. The model is trained on the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset to distinguish between Alzheimer's Disease (AD) and Normal Control (NC) cases, achieving 76.57% test accuracy. The implementation includes custom data loading, preprocessing with augmentations, training with specified hyperparameters, and prediction visualization capabilities.	- Brain MRI scans (grayscale images) - ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset - Binary classification labels (AD vs NC)	- PyTorch (torch >= 1.8.0) - torchvision - timm (PyTorch Image Models) - Matplotlib - Python 3.12.7 - PIL (Python Imaging Library) - NumPy - Custom dataset classes and preprocessing pipelines
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/joeledv/ADNI-Dementia-Detection-Classification-FreeSurfer-Segmentation	joeledv	joeledv; jmikelel	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease and dementia detection using the ADNI (Alzheimer's Disease Neuroimaging Initiative) database. It specifically analyzes MRI brain imaging data to classify patients with Mild Cognitive Impairment (MCI) who will progress to Alzheimer's Disease within 24 months versus those who remain stable.	This repository implements an MRI radiomics processing pipeline for predicting Alzheimer's disease progression in MCI patients. The code uses FreeSurfer for brain segmentation, PyRadiomics for feature extraction, and machine learning models (CatBoost and Random Forest) to classify MCI converters vs non-converters based on brain imaging features. The pipeline includes correlation analysis, feature selection using RFECV, and hyperparameter optimization to achieve high classification performance.	- MRI brain imaging data - FreeSurfer anatomical segmentation data - Radiomics features (area, volume measurements from brain regions) - Clinical classification data (MCI converter/non-converter labels)	- PyRadiomics (feature extraction) - FreeSurfer (brain segmentation) - Python libraries: nibabel, SimpleITK, nilearn, pandas, numpy - Machine learning: CatBoost, Random Forest Classifier, Logistic Regression - Hyperparameter optimization: BayesianSearchCV, Optuna - Feature selection: Recursive Feature Elimination with Cross-Validation (RFECV) - ADNI database for dataset access
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/palsrane/ApoExSexInteractionEffectinPreDementiaAD	palsrane	palsrane	R	YES - This repository is directly focused on Alzheimer's disease research, specifically investigating the interaction effects of ApoE genotype and sex differences on AD symptomatology in predementia subjects using ADNI (Alzheimer's Disease Neuroimaging Initiative) data.	This project analyzes the combined effects of ApoE genotype and sex on Alzheimer's disease symptoms in individuals who have not yet developed dementia but may be at risk. The code processes and harmonizes volumetric brain imaging data from different ADNI sites and stages, then performs statistical analysis including z-score calculations and mixed-model analyses to identify significant interaction effects.	Volumetric brain imaging data, ApoE genotype data, demographic data (sex), clinical data from ADNI (Alzheimer's Disease Neuroimaging Initiative)	Not clearly specified in the available repository information, though the code appears to use statistical analysis tools for mixed-model analysis, data harmonization functions, and plotting capabilities for visualization.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Rudra-200/Alzheimer-s-Disease-Classification	Rudra-200	Rudra-200; kushaldn25	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease classification and prediction using brain MRI imaging data. It specifically addresses neurodegenerative disease diagnosis through medical imaging analysis, which is highly relevant to biomedical research and clinical applications.	This project implements a Convolutional Neural Network (CNN) to classify different stages of Alzheimer's disease using MRI brain scans from the ADNI dataset. The model distinguishes between five categories: Cognitively Normal (CN), Early Mild Cognitive Impairment (EMCI), Late Mild Cognitive Impairment (LMCI), Mild Cognitive Impairment (MCI), and Alzheimer's Disease (AD), achieving an overall accuracy of 97.86%.	MRI brain imaging data from the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset, converted to grayscale and resized to 100x100 pixels.	Python 3.7+, TensorFlow, Keras, NumPy, Pandas, Scikit-learn, Matplotlib, Keras hyperparameter tuner, Adam optimizer, Categorical Cross Entropy loss function, leaky ReLU activation function.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/kdk2612/ADNI-Dementia-Detection	kdk2612	kdk2612	CSS	YES - This repository is directly focused on dementia and Alzheimer's disease detection, which are major neurodegenerative conditions. The project specifically aims to develop predictive models for early detection of dementia using electronic health records, making it highly relevant to biomedical research and clinical applications for neurological disorders.	This project develops a predictive model to detect dementia states by analyzing unstructured doctor's notes from electronic health records. It implements multiple text vectorization techniques (Bag of Words, TF-IDF, LDA, LSA, Word2Vec, Doc2Vec) to process clinical text data and predict patient dementia status. The goal is to enable early detection of dementia markers that could help patients and families prepare for and manage the condition.	Electronic health records (EHRs), specifically unstructured doctor's notes and clinical text data from the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset.	Text vectorization techniques including Bag of Words, TF-IDF, Latent Dirichlet Allocation (LDA), Latent Semantic Analysis (LSA), Word2Vec, and Doc2Vec. The project also includes a web interface for predictions, though specific programming languages and frameworks are not detailed in the available repository information.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/kaurrachneet6/Alzheimer-and-Dementia-Study	kaurrachneet6	kaurrachneet6	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease and dementia research using the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset, which is a well-known biomedical research dataset for studying neurodegenerative diseases.	This repository appears to be a study focused on analyzing Alzheimer's disease and dementia using the ADNI dataset. Based on the limited information available, it likely contains code for processing and analyzing neuroimaging and clinical data related to Alzheimer's disease research.	ADNI dataset (likely includes neuroimaging data such as MRI, PET scans, and clinical/cognitive assessment data, though specific modalities are not explicitly mentioned in the available repository information)	Not specified in the available repository information.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/cind/ApoExSexInteractionEffectinPreDementiaAD_PallaviR	cind	palsrane	R	YES - This repository is directly biomedically relevant as it focuses on Alzheimer's disease (AD) research, specifically investigating the interaction effects of ApoE genotype and sex differences on AD symptomology in predementia subjects using ADNI (Alzheimer's Disease Neuroimaging Initiative) data.	This project analyzes the interaction between ApoE genotype and sex differences in their effects on Alzheimer's disease symptoms in predementia subjects. The code processes and harmonizes volumetric brain imaging data from different ADNI sites and stages, performs statistical analysis including z-score calculations, and creates visualizations to explore these relationships.	Volumetric brain imaging data, ADNI neuroimaging data, genetic data (ApoE genotype), demographic data (sex), clinical data from predementia AD subjects.	Not clearly specified in the available repository information, though the code appears to use statistical analysis tools for mixed-model analysis, data harmonization functions, and plotting capabilities.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/mdrajab/CFAS-and-ADNI-Neuropathology	mdrajab	mdrajab	Jupyter Notebook	YES - This repository is directly focused on dementia research, analyzing neuropathological features from two major datasets (CFAS and ADNI) used in Alzheimer's disease and dementia studies. The work involves machine learning analysis of brain pathology data to understand feature ranking biases in dementia classification.	This code implements a machine learning pipeline to analyze how feature-feature correlations bias the ranking of neuropathological features in dementia studies. The scripts perform preprocessing, feature ranking comparison across different filter methods, correlation analysis between pathological features, and evaluation of how these correlations impact classification performance using CFAS and ADNI datasets.	Neuropathological features, clinical dementia data from CFAS (Cognitive Function and Ageing Study) and ADNI (Alzheimer's Disease Neuroimaging Initiative) datasets.	Python, Jupyter notebooks, WEKA (machine learning software), and various Python packages for data preprocessing, correlation analysis, feature ranking, and classification (specific packages not detailed in the available repository information).
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Valdirff/neuro-llm-adni	Valdirff	Valdirff	Python	YES - This repository is directly focused on Alzheimer's disease and dementia research. It uses Clinical Dementia Rating (CDR) data from the Alzheimer's Disease Neuroimaging Initiative (ADNI) to develop automated clinical report generation tools for cognitive assessment, which has clear applications in neurodegenerative disease diagnosis and monitoring.	This project fine-tunes a Large Language Model (FLAN-T5-Small) to automatically generate natural language clinical descriptions from structured Clinical Dementia Rating (CDR) assessment scores. The system transforms numerical cognitive domain scores into human-readable clinical narratives that simulate how clinicians describe patient cognitive status for dementia assessment.	Clinical Dementia Rating (CDR) assessment data including structured cognitive domain scores across six domains (memory, orientation, judgment, communication, home/hobbies, self-care) and CDR Sum-of-Boxes (CDRSB) total scores from the ADNI database.	Python, pandas, HuggingFace Transformers library, FLAN-T5-Small model, HuggingFace Datasets, CSV data processing, mermaid (for workflow diagrams), and the ADNI (Alzheimer's Disease Neuroimaging Initiative) database.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Abdul-Karim1/Grey-Matter-Abnormalities-Detection-in-Dementia-Patients-using-Deep-Learning-on-ADNI-Images-FYP	Abdul-Karim1	Abdul-Karim1	Jupyter Notebook	YES - This repository is directly biomedically relevant as it focuses on detecting grey matter abnormalities in dementia patients using deep learning techniques applied to ADNI (Alzheimer's Disease Neuroimaging Initiative) brain images, which is specifically related to neurodegenerative disease research and brain imaging analysis.	This project develops a deep learning system to detect grey matter abnormalities in dementia patients using brain images from the ADNI dataset. The repository appears to be a Final Year Project (FYP) that includes both the machine learning model and a web application interface for the detection system.	Brain imaging data from ADNI (Alzheimer's Disease Neuroimaging Initiative), specifically focused on grey matter analysis in dementia patients.	Not specified in the available repository information (only README with links to web application and dataset is visible).
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/GeorgeTak/Diploma-thesis	GeorgeTak	GeorgeTak	Jupyter Notebook	YES - This repository appears to be focused on machine learning analysis of neurological datasets, specifically ADNI (Alzheimer's Disease Neuroimaging Initiative) and NACC (National Alzheimer's Coordinating Center) data, which are well-known biomedical datasets used for Alzheimer's disease and dementia research.	This repository contains machine learning notebooks for analyzing two major neurological datasets (ADNI and NACC) using six different algorithms to build predictive models. The code implements comprehensive preprocessing techniques including class balancing, feature selection, and dimensionality reduction, followed by model evaluation with performance metrics and interpretability analysis using LIME explanations.	ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset and NACC (National Alzheimer's Coordinating Center) dataset - these typically contain clinical data, cognitive assessments, and potentially neuroimaging features related to Alzheimer's disease and dementia.	Python, Google Colab, SMOTE (imbalanced-learn), Min-Max Scaler, RFE (Recursive Feature Elimination), PCA (Principal Component Analysis), Support Vector Machines, Random Forest, Logistic Regression, XGBoost, LightGBM, Artificial Neural Networks, LIME (Local Interpretable Model-agnostic Explanations), ROC curve analysis, scikit-learn (implied).
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/zaydabash/neurodegenerAI	zaydabash	zaydabash	Python	YES - This repository is directly focused on neurodegenerative disease analysis, featuring tools for biomarker analysis, MRI structural analysis, EEG time-series decoding, and medical data validation with ADNI-compliant data ingestion for neurological research and clinical decision support.	"This is an integrated platform called ""Neuro-Trends Suite"" that combines neurodegenerative disease analysis with social media trend detection. The system provides multi-modal ensemble predictions for neurological conditions using tabular biomarker data, 3D CNN analysis of brain MRI images, and real-time EEG neurological state detection, all served through a unified FastAPI backend with a Streamlit dashboard interface."	- Tabular biomarker data (ADNI-compliant) - MRI brain imaging data (3D structural analysis) - EEG time-series data - Patient demographics (anonymized) - Social media data (Reddit/Twitter)	FastAPI, Streamlit, PostgreSQL, Docker, PyTorch, Scikit-learn, LightGBM, XGBoost, BERTopic, PRAW (Reddit API), pgAdmin, Alembic, pytest, uvicorn, Python 3.11+
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/neuro-ml/resnet_cnn_mri_adni	neuro-ml	libfun; amigoml	Jupyter Notebook	YES - This repository is directly biomedically relevant as it focuses on 3D brain MRI classification using convolutional neural networks, specifically working with ADNI (Alzheimer's Disease Neuroimaging Initiative) data for neurodegenerative disease research.	This repository implements residual and plain convolutional neural networks for classifying 3D brain MRI scans, with a focus on ADNI dataset analysis. The code provides Docker-based training scripts and Jupyter notebooks for deep learning-based brain imaging classification tasks related to Alzheimer's disease research.	3D brain MRI scans (.nii files), clinical metadata (CSV format with labels and file paths)	Docker, nvidia-docker, Jupyter notebooks, Python deep learning frameworks (likely TensorFlow/Keras or PyTorch based on the CNN implementation), NIfTI file format support
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/djrumala/ADNI-processing	djrumala	djrumala	Python	YES - This repository is directly biomedically relevant as it processes ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset for 3D brain MR image classification. It specifically focuses on neurodegenerative disease research (Alzheimer's disease) and involves brain imaging analysis using MRI data.	This codebase provides a comprehensive data processing pipeline for preparing ADNI brain MRI data for machine learning classification tasks. It automates the workflow from raw DICOM/NIfTI files through preprocessing steps including SPM normalization, skull-stripping, registration, and data augmentation to create balanced datasets for Alzheimer's disease research.	- DICOM files (raw brain imaging data) - NIfTI files (neuroimaging format) - T1-weighted MP-RAGE MRI sequences - T2-weighted TSE/FSE MRI sequences - Clinical metadata CSV files - White matter segmented brain images	- Python (core programming language) - SPM (Statistical Parametric Mapping) for preprocessing - MATLAB (for SPM processing) - CSV handling for metadata management - File system operations and glob pattern matching - Logging utilities - Configuration management modules
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/FahimFBA/organize-ADNI	FahimFBA	FahimFBA	HTML	YES - This repository is directly related to Alzheimer's disease research and neuroimaging. It provides tools for organizing and processing the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset, which is a major neuroimaging dataset used for studying Alzheimer's disease, mild cognitive impairment, and cognitively normal subjects.	This repository contains three Python scripts designed to organize and preprocess the ADNI neuroimaging dataset. The scripts sequentially organize subjects by diagnostic group (AD, MCI, CN), remove unnecessary subdirectories, and rename NIfTI brain imaging files to standardized subject IDs for easier data management and analysis.	- NIfTI (.nii) neuroimaging files - CSV files containing subject metadata and group classifications - MRI brain imaging data from the ADNI dataset	- Python 3.9 or later - Standard Python libraries for file system operations - gzip compression utility (optional) - CSV file processing capabilities
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/gkarozis/ADNI_thesis_project	gkarozis	gkarozis	Python	YES - This repository is directly focused on Alzheimer's disease research using the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset to classify brain MRI images into three categories: Alzheimer's Disease (AD), Mild Cognitive Impairment (MCI), and Cognitively Normal (CN).	This project implements a 3D convolutional neural network (CNN) to classify brain MRI images from the ADNI dataset into three diagnostic categories: Alzheimer's Disease, Mild Cognitive Impairment, and Cognitively Normal controls. The code includes data organization, preprocessing with augmentation techniques, and model training with early stopping detection for the 3-class classification problem.	3D brain MRI images, CSV metadata files containing Image_data_ID and diagnostic group classifications	Not specified in the available repository information (specific deep learning frameworks, image processing libraries, and other technical dependencies are not mentioned in the README).
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/teogelles/Superpixel-Brain-Segmentation	teogelles	teogelles	Matlab	YES - This repository is clearly biomedically relevant as it focuses on brain imaging research and tissue segmentation, which are core components of neuroimaging analysis used in studying brain disorders and neurological conditions.	This code implements superpixel-based brain segmentation methods for neuroimaging analysis, developed as part of a summer 2014 computer science research project at Swarthmore College. The project appears to build upon previous 2013 research and uses MATLAB scripts for tissue segmentation processing along with modified UGM library functionality.	Brain imaging data (specific modality not clearly specified in the available repository information, though likely MRI based on the brain segmentation context).	MATLAB, UGM (Undirected Graphical Models) MATLAB library, and various other software packages mentioned in the other_software directory.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/xiaoxingxingkz/BrainStatTrans-GAN	xiaoxingxingkz	xiaoxingxingkz	Python	YES - This repository is directly related to Alzheimer's disease research, specifically focusing on decoding individualized brain atrophy patterns using generative adversarial networks. It addresses neurodegenerative disease analysis and brain imaging applications.	This code implements a Brain Status Transferring Generative Adversarial Network (BrainStatTrans-GAN) designed to analyze and decode individualized brain atrophy patterns in Alzheimer's disease patients. The system appears to use GANs to transfer or simulate brain status changes, likely for understanding disease progression or generating synthetic brain data related to Alzheimer's pathology.	Not specified in the available repository information.	Not specified in the available repository information.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/JGarciaCondado/ADNIBrainAge	JGarciaCondado	JGarciaCondado	Jupyter Notebook	YES. This repository is directly focused on Alzheimer's disease research, specifically developing a BrainAge biomarker to distinguish between stable mild cognitive impairment (sMCI) and progressive mild cognitive impairment (pMCI) that converts to Alzheimer's disease. It uses neuropsychological tests and neuroimaging data for diagnostic classification of neurodegenerative conditions.	This code implements a BrainAge model that predicts brain age using neuropsychological test scores rather than neuroimaging data to classify patients with mild cognitive impairment. The model trains a linear regressor on healthy controls and uses the difference between predicted and chronological age (BrainAge delta) as a biomarker to distinguish between stable and progressive MCI patients who will convert to Alzheimer's disease.	Neuropsychological test scores (MMSE, ADAS, FAQ, MoCA, ADNI Memory, ADNI Executive Function), structural brain imaging features (volumes of white matter, grey matter, peripheral grey matter, cerebrospinal fluid, thalamus, caudate, putamen, pallidum, hippocampus, amygdala, accumbens, brainstem), and clinical data from ADNI (Alzheimer's Disease Neuroimaging Initiative).	Linear regressor, logistic regressor, 5-fold cross-validation, age bias correction methods, and ADNI database access tools (specific implementation tools not detailed in the available repository information).
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/gama-ufsc/brain-age	gama-ufsc	brunompacheco; victor-hro	Jupyter Notebook	YES - This repository is directly focused on brain age prediction using deep learning models, which is highly relevant to neuroscience and biomedical research. Brain age biomarkers are important for studying brain development, aging, and neurological conditions, and the work uses ADNI (Alzheimer's Disease Neuroimaging Initiative) data which is specifically related to neurodegenerative disease research.	This repository implements deep learning models for brain age prediction and investigates whether pre-training on brain-related tasks improves the performance of brain age biomarkers. The code includes training scripts for both brain age models and BraTS (brain tumor segmentation) pre-training models, along with data preprocessing pipelines for ADNI neuroimaging data.	Neuroimaging data (brain images from ADNI), BraTS brain tumor imaging data	Weights & Biases (wandb), nnUNet framework, Python (implied from .py files), ADNI/LONI platform data access
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/asharifisadr/MRI-Preprocessing	asharifisadr	asharifisadr	Jupyter Notebook	YES - This repository is directly biomedically relevant as it focuses on preprocessing brain MRI images from the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset, which is specifically used for Alzheimer's disease research and other neurodegenerative disease studies.	This code provides a Python preprocessing pipeline for brain MRI images in NIfTI format from the ADNI dataset. The pipeline performs standard neuroimaging preprocessing steps including bias field correction, skull stripping, registration to MNI standard space, and intensity normalization to prepare the data for downstream analysis.	Brain MRI images in NIfTI format (.nii.gz files) from the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset	Python libraries including nibabel, ANTs (antspyx), antspynet, numpy, matplotlib, os, and Google Colab integration for cloud-based processing
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/antonioscardace/Tina	antonioscardace	antonioscardace	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease detection using brain MRI analysis, which is a core neurodegenerative disease application in biomedical research.	This project implements a machine learning pipeline for binary classification of brain MRI scans to detect Alzheimer's disease versus cognitively normal cases. It uses a specialized 3D DenseNet model trained on 2073 MRI scans from the ADNI dataset, achieving 89.39% accuracy and 84.39% F1-score on the test set.	T1-weighted brain MRI scans, clinical diagnostic categories (Cognitively Normal vs Alzheimer's Disease), ADNI dataset from University of South Carolina	3D DenseNet neural network, ANTs toolkit, HD-BET (brain extraction), Intensity Normalization, Python, Anaconda, custom bash scripts for data preprocessing, Jupyter notebooks
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/roman-studer/fhnw_ds_fs22_cdl1_cml1_Brain_Health_Challenge	roman-studer	a-coding-Kat; roman-studer; BrunoKreiner	Jupyter Notebook	YES - This repository is directly focused on brain health research, specifically analyzing Alzheimer's disease, mild cognitive impairment (MCI), and healthy aging using the ADNI dataset. It involves medical image classification of brain scans, cognitive assessment analysis, and machine learning applications for neurodegenerative disease detection and monitoring.	This project implements a comprehensive brain health analysis system that combines machine learning and data visualization to classify and understand Alzheimer's disease progression. The code performs exploratory data analysis on cognitive test results and patient demographics, applies deep learning for binary/multi-class classification of brain MRI images, and uses explainable AI techniques to visualize decision-making processes in medical image classification.	MRI brain imaging data, demographic data (age, gender, profession, medical history), cognitive assessment scores (CDR - Clinical Dementia Rating, GDSCALE - Geriatric Depression Scale, MMSE - Mini Mental State Examination, MoCA - Montreal Cognitive Assessment, NEUROBAT - Neuropsychological Battery), and clinical tabular data from the ADNI dataset.	Deep learning frameworks (TensorFlow), explainable AI tools (Grad-CAM, SHAP, Layer-wise Relevance Propagation), Jupyter notebooks, Python data science stack, medical image processing libraries, statistical analysis tools (t-test, ANOVA), clustering algorithms, and data visualization frameworks.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ritikarana9999/ADNI_Brain_Visual_Transformer_47306725	ritikarana9999	ritikarana9999	Jupyter Notebook	YES - This repository is directly focused on biomedical research for neurodegenerative disease diagnosis. It implements a Vision Transformer model specifically designed to classify brain MRI scans for Alzheimer's Disease detection, distinguishing between AD (Alzheimer's Disease) and NC (Normal Cognitive function) cases using the ADNI dataset.	This project implements a Vision Transformer (ViT) architecture adapted for medical imaging to classify brain MRI scans as either indicative of Alzheimer's Disease or normal cognitive function. The implementation includes modifications like Shifted Patch Tokenization and Local Self-Attention to improve performance on smaller medical datasets, with a target accuracy of at least 80%.	Brain MRI images from the ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset, organized into binary classification categories (AD for Alzheimer's Disease and NC for Normal Cognitive function).	Python 3.10.4, TensorFlow 2.10.0, TensorFlow Addons 0.18.0 (for AdamW optimizer), Matplotlib 3.5.2 (for visualization and confusion matrices), data augmentation layers (RandomFlip, RandomZoom, RandomRotate), Vision Transformer architecture with custom modifications including Shifted Patch Tokenization and Local Self-Attention mechanisms.
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/shabnomm/Alzheimer-s-MRI-Classification-ADNI-OASIS	shabnomm	shabnomm	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease classification using brain MRI scans. It specifically addresses neurodegenerative disease diagnosis through medical imaging analysis, which is highly relevant to biomedical research and clinical applications.	This project implements a deep learning system for classifying structural MRI brain scans into different stages of Alzheimer's disease (Non-Demented, Very Mild Dementia, Mild Dementia, Moderate Dementia). The system uses a custom CNN architecture trained on ADNI and OASIS datasets, achieving 98.36% validation accuracy, and incorporates Grad-CAM for model interpretability to support medical professionals with AI-powered diagnostic predictions.	- Structural MRI brain scans - ADNI (Alzheimer's Disease Neuroimaging Initiative) dataset - OASIS (Open Access Series of Imaging Studies) dataset - Clinical classification labels for cognitive impairment stages	- Python - TensorFlow/Keras - NumPy - Pandas - OpenCV - PIL - Matplotlib - Seaborn - Grad-CAM - Google Colab
