Resource Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Content_For_Analysis	Biomedical Relevance	Code Summary	Data Types	Tooling
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/turner-lab-pitt/SupplementalMaterial_GPi_movement-related_activity_in_parkinsonian_macaques	turner-lab-pitt	daisukekase			YES - This repository is directly related to Parkinson's disease research. It contains supplemental material for a study examining movement-related neural activity in the internal globus pallidus (GPi) of parkinsonian macaques, which is a key brain region involved in motor control and a target for deep brain stimulation therapy in Parkinson's disease patients.	This repository contains supplementary figures and materials for a neuroscience research article studying neural activity patterns in the internal globus pallidus of macaque models of Parkinson's disease. The materials support findings related to movement-related neuronal activity in this critical basal ganglia structure in the parkinsonian state.	Not specified in the available repository information. However, based on the context, the study likely involves electrophysiological recordings (neural activity data) and behavioral/movement data from parkinsonian macaque models.	Not specified in the available repository information.
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Anilreddy7382/Action-pattern-recognition-in-parkinson-s-disease-using-camera-based-accelerometer-data	Anilreddy7382	Anilreddy7382	Jupyter Notebook		YES - This repository is directly related to Parkinson's disease, a neurodegenerative disorder. The project focuses on recognizing action patterns in Parkinson's disease patients using accelerometer data, which is relevant to monitoring and analyzing motor symptoms characteristic of this neurological condition.	Based on the repository name, this project implements action pattern recognition algorithms for Parkinson's disease patients using camera-based accelerometer data. The code likely processes motion sensor data to identify and classify movement patterns that are characteristic of or affected by Parkinson's disease symptoms.	Accelerometer data (camera-based motion/movement data)	Not specified in the available repository information.
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/sarthakz9/Muscle-Activity-Assistor	sarthakz9	sarthakz9			YES - This repository is directly biomedically relevant as it focuses on developing a medical device to assist people with Parkinson's disease and other neurodegenerative conditions affecting muscle control. The project specifically addresses neurological disorders by using electromyography (EMG) to read muscle activity and functional electrical stimulation (FES) to control muscle movements in patients with weakened neuron activity.	This is an early-stage open source project aimed at creating a medical assistive device for Parkinson's patients and others with impaired motor control. The system is designed to read muscle activity via EMG, predict intended movements using the collected data, and apply electrical muscle stimulation to amplify or dampen muscle contractions for more precise body movements. The repository appears to be in the planning and research phase, with the goal of establishing feasibility and building a community of contributors.	Electromyography (EMG) data - muscle activity signals measured in microvolts (50-500 microvolts range mentioned for electrical stimulation parameters)	Not specified in the available repository information. The repository is currently in the conceptual/planning stage with research documentation but no implementation code or specific software tools, frameworks, or packages identified yet.
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/uic-nlp-lab/DementiaBank-Dialog-Act-Corpus	uic-nlp-lab	treena908			YES - This repository is biomedically relevant as it focuses on cognitive health screening and dementia detection. It provides dialog act annotations for conversational interviews from the DementiaBank dataset, which is specifically designed for analyzing speech patterns in patients with dementia and other cognitive impairments. The work aims to automate clinical screening procedures for neurodegenerative conditions.	This repository contains dialog act (DA) annotations for conversational cognitive health screening interviews from the DementiaBank dataset. The annotations are designed to facilitate the development of automated dialogue agents that can conduct structured clinical interviews for dementia screening by classifying patient and interviewer utterances into specific dialogue act categories. The work provides labeled corpora from both Cookie Theft picture description tasks and fluency assessments.	- Conversational speech data from clinical interviews - Dialog act annotations - Cookie Theft picture description task data - Fluency assessment data - Patient-interviewer dialogue transcripts	Not specified in the available repository information. The README focuses on the data annotations and citation information but does not detail the specific packages, frameworks, or tools used for the annotation process or analysis.
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/gvnberaldi/Pose2Action	gvnberaldi	gvnberaldi; iballester	Python		YES - This repository is biomedically relevant as it focuses on assisting individuals with dementia through human action recognition in bathroom settings. The system is designed as a healthcare application for monitoring and supporting people with neurological conditions (dementia) while preserving their privacy and dignity.	This system performs human action recognition from depth map data to assist dementia patients in bathroom environments. It uses the SPiKE model to extract 3D skeletal poses from point clouds generated from depth sensors, then employs a Relational Graph Convolutional Network (RGCN) to classify eight different human actions (walking, sitting, washing hands, etc.) based on spatio-temporal graph representations of body joint movements.	- Depth maps (3D depth sensor data) - Point clouds (3D spatial distributions) - 3D skeletal data (15 body joint coordinates) - 2D skeleton annotations - Spatio-temporal graphs - BAD dataset (custom bathroom activities dataset with depth maps)	- SPiKE model (3D Human Pose Estimation) - Relational Graph Convolutional Network (RGCN) - Transformer networks (for temporal encoding) - Graph neural networks - Deep learning frameworks (specific framework not explicitly mentioned in README, but likely PyTorch or TensorFlow based on typical implementations) - Python (indicated by requirements.txt) - Depth sensors for data acquisition
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/DanielaGawehns/DementiaPhysicalActivity	DanielaGawehns	DanielaGawehns			"YES - This repository is clearly biomedically relevant as indicated by its name ""DementiaPhysicalActivity,"" which directly relates to dementia, a neurodegenerative condition. The project appears to focus on the relationship between physical activity and dementia, which is a significant area of research in understanding and potentially mitigating cognitive decline."	Based on the limited information available in the README, the repository contains code related to analyzing the relationship between dementia and physical activity. The main code is located in the master branch rather than the default branch. Without access to the actual code files, the specific implementation details and methodology cannot be determined.	Not specified in the available repository information.	Not specified in the available repository information.
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/josecarlosmemo/activeBrain	josecarlosmemo	josecarlosmemo	JavaScript		YES - This repository is biomedically relevant as it focuses on cognitive assessment for dementia and cognitive impairment in elderly patients. The project implements a digital version of the mini-mental test, which is a standardized clinical tool used by geriatricians to evaluate cognitive function and screen for neurodegenerative conditions like dementia and Alzheimer's disease.	ActiveBrain is an interactive web application designed to digitally administer and track mini-mental state examinations (MMSE) for elderly patients. The application allows healthcare providers to perform cognitive assessments, store patient test results, and monitor patient performance over time through a dashboard with calendar and list views. It aims to modernize the traditional paper-based cognitive screening process used in geriatric care.	Clinical cognitive assessment data (mini-mental test scores and results), patient demographic information, longitudinal performance tracking data. The specific cognitive test metrics are not detailed but would typically include orientation, memory, attention, language, and visuospatial assessment scores from the MMSE.	- Frontend: React.js, Redux (state management), Tailwind CSS - Backend: Express.js (Node.js framework) - Database: MySQL - Game/Interactive Components: Unity 3D - Deployment: Heroku - Version Control: Git/GitHub
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Chiamaka93/Dementia_Activity_Recognition_XML	Chiamaka93	Chiamaka93			YES - This repository is directly relevant to biomedical research as it focuses on dementia care, specifically using AI to recognize normal and abnormal behaviors associated with dementia. The project addresses healthcare applications for neurological conditions (dementia) and employs explainable machine learning to support clinical decision-making in dementia patient monitoring.	This project implements explainable AI models for activity recognition in dementia care settings. The system is designed to identify both normal and abnormal behaviors in dementia patients while providing interpretable explanations for the AI's decisions to increase trust and transparency in automated care monitoring.	Not specified in the available repository information.	Not specified in the available repository information (the README mentions explainable machine learning algorithms but does not list specific packages or frameworks used).
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Anushka-Anjali/Dementia-Detection-with-Activation-Function	Anushka-Anjali	Anushka-Anjali	Jupyter Notebook		YES - This repository is directly biomedically relevant as it focuses on dementia detection and classification using deep learning. It specifically addresses neurological conditions including Alzheimer's disease and mild cognitive impairment (MCI), utilizing brain MRI imaging for diagnosis and disease stage prediction.	This project implements a convolutional neural network (CNN) model to predict dementia stages from MRI brain scans. The model is trained on preprocessed MRI images to classify different stages of cognitive decline including mild cognitive impairment and Alzheimer's disease, and uses activation functions to visualize which regions of the brain scans the model focuses on during prediction.	- MRI (Magnetic Resonance Imaging) brain scans - Neuroimaging data at various dementia stages	- Convolutional Neural Networks (CNNs) - Deep learning frameworks (specific framework not mentioned, but likely TensorFlow/Keras or PyTorch based on typical implementations) - Google Colab (for execution environment) - Google Drive (for dataset storage) - Image preprocessing tools for normalization and anatomical alignment
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/thc1006/taiwan-dementia-friendly-cst-activity	thc1006	thc1006; google-labs-jules[bot]	HTML		"YES - This repository is directly relevant to biomedical research and healthcare applications for neurological conditions. It is specifically designed as a digital Cognitive Stimulation Therapy (CST) tool for elderly patients with dementia in Taiwan, implementing evidence-based therapeutic interventions from the ""Making a Difference"" CST manual. The project focuses on cognitive stimulation activities for individuals with mild dementia, aiming to improve cognitive function, language expression, social interaction, and quality of life."	This is a web-based interactive application that implements culturally-adapted Cognitive Stimulation Therapy (CST) activities for Taiwanese dementia patients. The tool digitizes and localizes the word association activities from international CST protocols, featuring nostalgic content from 1950s-1960s Taiwan including Taiwanese proverbs, landmarks, classic brands, daily life items, and traditional songs. It provides a senior-friendly interface with multiple question types (fill-in-the-blank, multiple choice, image-based, and music-based) organized into five thematic categories to facilitate group therapy sessions.	Not specified in the available repository information. The application uses multimedia content (text, images, audio files of traditional songs) as therapeutic stimuli, but does not collect or analyze clinical data, neuroimaging, or patient health information.	- HTML5 - CSS3 - JavaScript (vanilla, no frameworks) - GitHub Pages (for deployment) - Audio files (.mp3 format) - Static web hosting - Wikimedia Commons and Flickr (for historical images)
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Metallicow/LTD	Metallicow	Metallicow			"NO. This repository is related to video game modding (specifically Wabbajack modding) and voice acting for game characters. The mention of ""dementia"" in the context refers to a fictional character (Sheogorath, a deity associated with madness in The Elder Scrolls video game series), not to the medical condition or any biomedical research application."	"This repository appears to be a collection of training data or reference materials for voice acting in video game mods, specifically related to The Elder Scrolls series character Sheogorath. The purpose is to provide examples or ""leaked training data"" for modders to learn how to voice act or create dialogue for game modifications."	Not specified in the available repository information.	Not specified in the available repository information.
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Aryia-Behroziuan/References	Aryia-Behroziuan	Aryia-Behroziuan			NO. This repository is not biomedically relevant. It appears to be a collection of bibliographic references and citations related to artificial intelligence history, theory, and general applications. The content discusses AI foundations, expert systems, machine learning history, and philosophical aspects of AI, but does not focus on neurodegenerative diseases, brain imaging, medical data analysis, or any specific biomedical or healthcare applications.	This is not a code repository but rather a reference document containing bibliographic citations and notes about artificial intelligence research and history. It compiles references from seminal AI textbooks and papers (Russell & Norvig, McCorduck, Crevier, etc.) covering topics like the Dartmouth conference, AI winters, expert systems, and the evolution of AI as a field.	Not specified in the available repository information.	Not applicable - this is a reference/bibliography document, not a software project with code dependencies or technical tools.
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/ColeLab/ActflowToolbox	ColeLab	mwcole; ito-takuya; ljhearne; ccocuzza; nicolelalta; KirstenPeterson; SammedAdmuthe; rubenSaro; kbegany	Python		YES - This repository is biomedically relevant as it focuses on brain network interactions and neurocognitive computations. It is specifically designed for analyzing brain activity flow, neuroimaging data (including brain parcellations like the Glasser 2016 parcellation), and understanding how cognition and behavior are generated through brain network interactions. The toolbox is used for neuroscience research involving brain connectivity and activity mapping.	The ActflowToolbox is a Python-based framework for calculating and analyzing brain activity flow mapping, which models how cognitive tasks and behaviors emerge from interactions between brain networks. The toolbox provides methods for estimating functional connectivity between brain regions and predicting task-evoked brain activity patterns based on resting-state network architecture. It includes functions for connectivity estimation (including Glasso and combinedFC methods), activity flow calculations, prediction accuracy testing, and noise ceiling analysis.	- Brain imaging data (neuroimaging) - Resting-state fMRI data - Task-evoked brain activity/activations - Brain parcellation data (e.g., Glasser 2016 parcellation) - Surface-based brain data - Subcortical data - HCP (Human Connectome Project) data	- Python 3 - MATLAB (secondary, minimally maintained) - Anaconda/Conda - pip (Python package manager) - setuptools - twine (for PyPI deployment) - gglasso (Graphical Lasso for connectivity estimation) - GitHub (version control) - Travis CI (mentioned for potential future use) - PyPI (Python Package Index) - conda-forge
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Neoanarika/Searching-for-activation-functions	Neoanarika	Neoanarika; etheleon; chuabingquan	Python		NO. This repository is focused on machine learning research, specifically implementing a neural architecture search method to discover novel activation functions for neural networks. It uses CIFAR-10 and CIFAR-100 image datasets for testing and is purely a computer science/deep learning project with no connection to biomedical research, neuroscience, or healthcare applications.	"This project implements the NIPS 2017 paper ""Searching for Activation Functions"" which uses reinforcement learning and exhaustive search to automatically discover novel activation functions for neural networks. The code includes an RNN controller to search for activation functions and evaluates them on CIFAR-10/100 datasets, with particular focus on implementing and analyzing the ""Swish"" activation function discovered in the original paper."	CIFAR-10 and CIFAR-100 image datasets (natural image classification datasets)	- TensorFlow-GPU (>=1.4) - Anaconda3 - Docker (etheleon/dotfiles image) - Python - Jupyter Notebook - RMSprop optimizer - SGD optimizer
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/normandipalo/eeg-to-action	normandipalo	normandipalo	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on brain activity analysis and classification of intentional arm movements from EEG (electroencephalography) data. This type of research is directly applicable to neuroscience, brain-computer interfaces, and potentially assistive technologies for neurological conditions affecting motor control.	This project implements deep learning models to classify intentional arm movements based on brain activity signals captured through EEG. The system aims to decode motor intentions from neural signals, which has applications in brain-computer interfaces and understanding motor control mechanisms in the brain.	EEG (electroencephalography) data, brain activity signals, motor movement data	Not specified in the available repository information.
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Tim-Don/JetBrain_Activation	Tim-Don	Tim-Don	VBScript		NO - This repository is for activating JetBrains software products (IDEs like PyCharm, IntelliJ IDEA, WebStorm, etc.). It is a software licensing/activation tool with no connection to biomedical research, neuroscience, brain imaging, or healthcare applications.	This repository provides activation scripts for JetBrains software products including various IDEs (Clion, WebStorm, IDEA, PyCharm, DataGrip, DataSpell, GoLand, PhpStorm, Rider). The tool uses a .vbs (Visual Basic Script) file that automatically executes when double-clicked to activate these software products.	Not specified in the available repository information.	- Visual Basic Script (.vbs) - JetBrains IDE products (Clion, WebStorm, IDEA, PyCharm, DataGrip, DataSpell, GoLand, PhpStorm, Rider)
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/kuz/BrainActivity3D	kuz	kuz; skyfallen; annitrolla; konstantint	Matlab		YES - This repository is biomedically relevant as it focuses on brain activity analysis using EEG (electroencephalography) data for computational neuroscience research. It involves neuroimaging through electrical brain signal measurement, source localization of neural activity, and 3D visualization of brain regions, which are all directly related to neuroscience and brain analysis.	This application processes EEG signals from an Emotiv EPOC device (14-electrode headset) to localize and visualize the 3D coordinates of neural signal sources within the brain. It uses source localization techniques to map surface electrode measurements to internal brain locations and provides an interactive 3D visualization of the brain model with estimated electrode positions and signal sources mapped to specific brain lobes.	- EEG (electroencephalography) signals from 14 electrodes - 3D spatial coordinates for brain source localization - Brain anatomical model data - Mental task classification data	- Python 2.7 - emokit (EEG device communication) - pywinusb - gevent and greenlet (concurrency) - PyCrypto (encryption) - PyOpenGL (3D visualization) - cgkit (computer graphics) - pygame (graphics/interface) - scikit-learn (machine learning) - scipy and numpy (scientific computing)
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/AGRamirezz/Decoding-Neural-Activity-to-Reconstruct-and-Generate-Music-Stimuli	AGRamirezz	AGRamirezz	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on neuroscience research involving brain signal analysis. Specifically, it uses EEG (electroencephalography) data to decode neural activity patterns in response to auditory stimuli, which falls under neuroimaging and brain analysis. This type of brain-computer interface research has applications in understanding auditory processing in the brain and could potentially be relevant for studying neurological conditions affecting auditory perception.	"This project implements deep learning models to reconstruct music stimuli from EEG brain signals recorded while participants listen to full-length songs. It employs both deep regression models (treating EEG as noisy versions of audio signals) and generative models to perform continuous reconstruction, mapping each 1-second window of EEG data to the corresponding 1-second audio segment. The approach extends previous ""mind reading"" research from visual to auditory domain."	- EEG (electroencephalography) data - Audio/music stimuli data	Based on the repository description, the following technologies are mentioned or implied: - Deep learning frameworks (for CNN-based deep regression models) - Generative models - Signal processing tools - Brain2Image model framework (as inspiration) Note: Specific package names are not detailed in the provided repository content.
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/brain-products/LSL-actiCHamp	brain-products	dmedine; kucint	C		YES - This repository is biomedically relevant as it provides a connector for the actiCHamp EEG (electroencephalography) amplifier system from Brain Products, which is used for brain imaging and neurophysiological data acquisition. The system is designed for neuroscience research applications including brain-computer interfaces (BCIs), real-time brain signal monitoring, and various EEG-based experiments that can be used to study neurological conditions and brain function.	This is a Lab Streaming Layer (LSL) connector application for the actiCHamp and actiCHamp Plus EEG amplifiers from Brain Products. The software enables real-time streaming of EEG data, auxiliary channels, and hardware triggers from the amplifier into the LSL framework, supporting various sampling rates (10-100kHz), low-latency data delivery for real-time applications like BCIs, and flexible trigger output configurations.	- EEG (electroencephalography) data - Auxiliary channel data (8 channels available) - Hardware trigger/marker data - Accelerometer data (ACC) - Bipolar channel data - Sample counter data	- Lab Streaming Layer (LSL) - Brain Products actiCHamp/actiCHamp Plus device drivers - BrainVision Recorder (recommended companion software) - BrainVision LSL Viewer - Microsoft Visual C++ Redistributable packages (2012, 2015, 2017, 2019) - USB connectivity for device communication
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/duolala1/Reconstructing-Perceptive-Images-from-Brain-Activity-by-Shape-Semantic-GAN	duolala1	duolala1	Python		YES - This repository is biomedically relevant as it focuses on brain imaging and neuroimaging analysis. Specifically, it reconstructs visual images from fMRI (functional Magnetic Resonance Imaging) brain activity data, which is a core neuroscience and brain analysis application with potential applications in understanding visual perception and brain function.	This code implements a Shape-Semantic GAN (Generative Adversarial Network) that reconstructs perceptual images from fMRI brain activity data. The system uses separate semantic and shape decoders to transform brain activity patterns into visual images, demonstrated on a dataset of fMRI recordings taken while subjects viewed digit images ('6' and '9'). The approach splits 100 fMRI samples into 90 training and 10 test samples to evaluate reconstruction performance.	- fMRI (functional Magnetic Resonance Imaging) brain activity data - Visual stimulus images (digits)	- PyTorch 1.7.0 - Python - GAN (Generative Adversarial Network) architecture - Custom semantic decoder and shape decoder models
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/seanpm2001/NUNIX	seanpm2001	seanpm2001	Python		"YES - This repository appears to be related to brain-computer interfaces and neuroscience. The project name ""NUNIX"" (likely Neural/Neuro-UNIX), the ""TECHNOBRAIN"" image reference, and mentions of ""SNU Smell Project"" suggest this is a project dealing with neural interfaces, sensory processing, or brain-related computing systems. The connection to smell/olfactory processing and the brain-themed branding indicate biomedical relevance to neuroscience applications."	NUNIX appears to be a project focused on creating a neural or neuroscience-related operating system or interface framework. Based on the repository structure and naming conventions (NUNIX, TECHNOBRAIN, SNU Smell Project), this seems to be an ambitious project attempting to bridge computing systems with neural/brain-related functionality, possibly involving sensory data processing or brain-computer interface concepts.	"Not specified in the available repository information. The README excerpt does not provide clear details about specific data modalities, though the ""SNU Smell Project"" reference suggests potential olfactory/sensory data may be involved."	- GitHub (version control and repository hosting) - Markdown (documentation) - Google Translate (for multi-language support) - The specific programming languages and technical frameworks are not specified in the provided README excerpt
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Rana-Mahmoud/ActiveContour-3D	Rana-Mahmoud	Rana-Mahmoud	Python		YES - This repository is biomedically relevant as it focuses on brain tumor analysis using 3D active contour segmentation methods. It processes medical brain imaging data (MRI sequences including FLAIR and T1c) for tumor volume analysis, which is directly related to neurological conditions and medical imaging analysis.	This repository implements a 3D active contour segmentation algorithm specifically designed for brain tumor volume analysis from medical imaging files. It processes .mha (MetaImage) format files containing brain MRI scans with different tumor sizes and uses active contour methods to delineate tumor boundaries in three-dimensional space.	- MRI imaging data (FLAIR sequence) - MRI imaging data (T1c/T1 contrast-enhanced sequence) - .mha (MetaImage) volume files - 3D brain tumor imaging data	- VTK (Visualization Toolkit) - specifically vtkMetaImageReader for reading .mha files - 3D active contour segmentation algorithms - MetaImage file format support
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/supebeyone/JetBrainsActiveCode	supebeyone	supebeyone			NO - This repository appears to be related to JetBrains activation codes and contains only a link reference to a Gitee repository (superbeyone/J2_B5_A5_C4). There is no indication of any biomedical, neuroscience, brain imaging, or healthcare-related content. It appears to be a software licensing or activation-related repository.	This repository serves as a pointer/reference to another repository hosted on Gitee. It provides instructions on how to construct a link to access the actual repository by combining the domain (gitee.com), user (superbeyone), and repository name (J2_B5_A5_C4). The repository itself does not contain substantive code based on the available information.	Not specified in the available repository information.	Not specified in the available repository information.
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/CodeByPinar/HMS-BrainActivity-Analysiss	CodeByPinar	CodeByPinar	Jupyter Notebook		YES - This repository is highly biomedically relevant as it focuses on neurocritical care through EEG (electroencephalography) data analysis. The project specifically analyzes harmful brain activity patterns including Lateralized Periodic Discharges (LPDs), Generalized Periodic Discharges (GPDs), Lateralized Rhythmic Delta Activity (LRDA), and Generalized Rhythmic Delta Activity (GRDA), which are critical neurological conditions observed in brain monitoring for patients in intensive care settings.	This project performs exploratory data analysis (EDA) on EEG data to detect and analyze harmful brain activity patterns in neurocritical care scenarios. The code includes Jupyter notebooks for data visualization and analysis of EEG signals and spectrograms, with planned future integration of machine learning models for automated EEG pattern recognition. The project aims to provide comprehensive tools for understanding brain electrical activity in critical care patients.	- EEG (Electroencephalography) data stored in Parquet format - Spectrograms derived from EEG signals - Clinical/training data in CSV format (train.csv, test.csv) - Time-series neurophysiological data	- Jupyter Notebooks (for data analysis and visualization) - Python (primary programming language) - Parquet file format (for data storage) - CSV file handling - Data visualization libraries (specific libraries not mentioned but implied) - Statistical analysis tools (planned) - Machine learning frameworks (planned for future versions)
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/anhntl0308/JetBrains-Active-Code	anhntl0308	anhntl0308			NO. This repository is related to JetBrains IDE license activation and proxy configuration. It has no connection to biomedical research, neuroscience, brain disorders, medical data analysis, or any healthcare applications. It is purely a software licensing utility.	This repository provides instructions for activating JetBrains IDE licenses when they have been suspended by configuring proxy settings. It appears to be a workaround tool that allows users to activate license keys locally and download plugins through a localhost proxy configuration.	Not specified in the available repository information.	JetBrains IDE, proxy configuration settings (localhost proxy).
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/michaelmcmahon/BCI_MQ_ACTIVITY	michaelmcmahon	michaelmcmahon	Java		YES - This repository is biomedically relevant as it focuses on brain-computer interface (BCI) technology for collecting and analyzing motor cortex EEG data. The application is specifically designed for neuroscience research, capturing electroencephalography (EEG) signals from the motor cortex during physical activities, which is directly relevant to understanding brain function and neurological conditions.	This is an Android mobile application that connects wirelessly to an OpenBCI Cyton board to collect motor cortex EEG data during unconstrained movement in natural settings. The app synchronizes EEG recordings with physical activity data from the phone's Activity API and transmits the labeled dataset in real-time to a cloud-based RabbitMQ server, making it accessible to researchers for motor cortex investigations at a lower cost than traditional research-grade equipment.	- EEG (electroencephalography) data from motor cortex - Accelerometer data from OpenBCI board - Physical activity recognition data from Android Activity API - Time-synchronized, activity-labeled datasets	- Android SDK (minSdkVersion 26, targetSdkVersion 29) - Android Studio 4.1 IDE - OpenBCI Cyton Board hardware - FTDI Driver (d2xx.jar) for OpenBCI Dongle communication - RabbitMQ message broker (amqp-client-5.8.0.jar) - Amazon Web Services (AWS) EC2 for cloud hosting - JSON processing (json-simple-1.1.1.jar) - SLF4J logging framework (slf4j-api-1.7.26.jar, slf4j-simple-1.7.26.jar) - Android Activity Recognition API
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/fabasoad/setup-brainfuck-action	fabasoad	fabasoad; dependabot[bot]; github-actions[bot]; pre-commit-ci[bot]	Shell		"NO. This repository is a GitHub Action for setting up a Brainfuck programming language interpreter. Brainfuck is an esoteric programming language used for recreational programming and educational purposes. Despite the word ""brain"" in its name, it has no connection to neuroscience, brain imaging, neurodegenerative diseases, or any biomedical research applications."	"This is a GitHub Action that installs the ""brainfucky"" interpreter, which executes programs written in the Brainfuck esoteric programming language. The action supports Windows, Linux, and macOS platforms and allows users to specify the interpreter version and installation preferences. It is designed to enable automated testing and execution of Brainfuck code within GitHub Actions workflows."	Not specified in the available repository information.	- brainfucky (Python package from PyPI) - GitHub Actions - Python - YAML (for workflow configuration) - Prettier (code formatting)
The Adult Changes in Thought (ACT) Study	ACT	Alzheimer's Disease; Asymptomatic Alzheimer's Disease; Cognitively Normal Controls	https://github.com/Tuhin-Dev1/JetBrains_Activator	Tuhin-Dev1	Tuhin-Dev1	Python		NO. This repository is a software activation tool for JetBrains IDEs (IntelliJ IDEA, PyCharm, WebStorm, etc.). It has no relation to biomedical research, neuroscience, brain imaging, neurodegenerative diseases, clinical data analysis, or healthcare applications. It is purely a general software utility for activating development tools.	JetBrains_Activator is an open-source tool designed to simplify and automate the activation process for JetBrains IDE products. The repository provides scripts and resources to streamline license activation for multiple JetBrains development environments, eliminating manual setup complexity and allowing developers to quickly start using their IDEs.	Not specified in the available repository information.	Not specified in the available repository information. The README mentions support for JetBrains products (IntelliJ IDEA, PyCharm, WebStorm, PhpStorm, RubyMine, Rider, CLion, ReSharper) but does not detail the specific programming languages, frameworks, or technical dependencies used to implement the activation tool.
