Resource Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Content_For_Analysis	Biomedical Relevance	Code Summary	Data Types	Tooling
Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	Alzheimer's Disease; Normal Aging	https://github.com/rcalinjageman/Exploring-Disease-States-with-the-SEA-AD-project	rcalinjageman	rcalinjageman	TeX		"YES - The repository title ""Exploring-Disease-States-with-the-SEA-AD-project"" directly references the SEA-AD project, which is a major initiative focused on studying Alzheimer's disease through single-cell genomics and other molecular approaches. This clearly relates to neurodegenerative disease research."	Based on the limited information available, this appears to be a workshop repository focused on sample-size determination methods, likely in the context of the SEA-AD (Seattle Alzheimer's Disease Brain Cell Atlas) project. The repository seems to provide educational materials for determining appropriate sample sizes in biomedical research studies.	Not specified in the available repository information.	Not specified in the available repository information.
Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	Alzheimer's Disease; Normal Aging	https://github.com/Ehtelpena33/Real-Google-Adword-Search-Advertising-Advanced-Mock-Test-Braindumps-2019-	Ehtelpena33	Ehtelpena33			NO. This repository is not biomedically relevant. It is a commercial advertisement for Google AdWords certification exam preparation materials and practice tests, with no connection to neurodegenerative diseases, brain imaging, medical data analysis, or any biomedical research applications.	This is not a code repository but rather a marketing webpage advertising exam preparation materials for Google AdWords Search Advertising certification. The content consists entirely of promotional text describing exam dumps, practice tests, and study materials offered by a company called Dumpskey for passing Google advertising certification exams.	Not specified in the available repository information.	Not specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/xmootoo/gsp-alzheimer-detection	xmootoo	xmootoo	Jupyter Notebook		YES. This repository is directly focused on detecting Alzheimer's Disease (AD) and Frontotemporal Dementia (FTD) using EEG data analysis. It applies graph signal processing and machine learning techniques to analyze brain signals for neurodegenerative disease detection, which is clearly within the scope of biomedical research for neurological conditions.	This repository implements a machine learning framework that uses Graph Signal Processing (GSP) and the Graph Discrete Fourier Transform (GDFT) to analyze EEG recordings for detecting Alzheimer's Disease and Frontotemporal Dementia. The code includes data preprocessing, feature engineering using graph-based methods, and training/evaluation of various ML and deep learning models for both binary (dementia vs. healthy) and multiclass (AD vs. FTD vs. healthy controls) classification tasks.	EEG (Electroencephalography) data from 88 patients categorized into three groups: Alzheimer's Disease (AD), Frontotemporal Dementia (FTD), and Healthy Controls (HC).	Graph Signal Processing (GSP) techniques, Graph Discrete Fourier Transform (GDFT), Support Vector Machine (SVM), Naive Bayes, and various machine learning and deep learning models. The specific software packages and frameworks are not detailed in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/XiaoliNolan/GSGLMTL	XiaoliNolan	XiaoliNolan	MATLAB		YES - This repository is directly biomedically relevant as it focuses on cognitive performance prediction for Alzheimer's Disease, which is a major neurodegenerative condition. The algorithm is designed for analyzing brain data with ROI-level (Region of Interest) analysis, indicating neuroimaging applications for brain disorders.	This repository implements the Group Guided Sparse Group Lasso Multi-task Learning (GSGL-MTL) algorithm in MATLAB for predicting cognitive performance in Alzheimer's Disease patients. The algorithm combines feature-level and ROI-level analysis in a unified multi-task learning framework, using group structure of features and multi-task correlation with ADMM-based optimization to solve the non-smooth formulation.	Brain imaging data (implied through ROI-level analysis), cognitive performance data, covariate matrices, and grouped feature data for Alzheimer's Disease patients.	MATLAB, Alternating Direction Method of Multipliers (ADMM) optimization algorithm, sparse group lasso regularization methods.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Magiccapital/D-GSMLM-code	Magiccapital	Magiccapital	MATLAB		YES - This repository is directly related to Alzheimer's disease research, focusing on identifying neuroimaging biomarkers that are genetically related to the condition. It combines neuroimaging analysis with genetic factors for Alzheimer's disease, which is a key neurodegenerative disease.	This code implements a Diagnosis-Guided Group Sparse Multitask Learning Method (D-GSMLM) for identifying genetically related neuroimaging biomarkers of Alzheimer's Disease. The method appears to use machine learning techniques to find relationships between genetic factors and brain imaging data that can serve as biomarkers for Alzheimer's diagnosis.	Neuroimaging data and genetic data (specific imaging modalities not specified in the available repository information).	Not specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Ipbhardwaj/Alzheimers_GSE5281_Analysis	Ipbhardwaj	Ipbhardwaj	R		YES - This repository is directly focused on Alzheimer's Disease research, analyzing gene expression data to identify differentially expressed genes, biological pathways, and molecular mechanisms associated with AD progression. It specifically examines neurological pathways including synaptic signaling, neuron projection morphogenesis, and mitochondrial dysfunction.	This repository contains R scripts for comprehensive analysis of the GSE5281 Alzheimer's Disease microarray dataset, performing differential gene expression analysis, pathway enrichment, and machine learning classification. The workflow identifies 302 significant differentially expressed genes and uses Random Forest and SVM models to classify AD vs control samples with 85% and 82% accuracy respectively.	Microarray gene expression data (GSE5281 dataset from NCBI GEO), clinical classification data (Alzheimer's Disease vs Control samples)	R (v4.5.1), GEOquery, Biobase, limma, hgu133plus2.db, org.Hs.eg.db, clusterProfiler, EnhancedVolcano, pheatmap, caret, randomForest, e1071, ggplot2
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/shirleychawla/Alzheimer-Transcriptomics-GSE122063	shirleychawla	shirleychawla	R		YES. This repository is directly focused on Alzheimer's Disease research, performing differential gene expression analysis to identify molecular signatures associated with AD progression. It analyzes transcriptomic data from brain tissue (frontal and temporal cortex) to understand the biological mechanisms underlying this neurodegenerative disease.	This R-based project performs differential gene expression (DGE) analysis on microarray data from Alzheimer's Disease patients versus healthy controls using the limma statistical framework. The analysis identifies 25 significantly dysregulated genes in AD brain tissue, applying strict statistical thresholds (adjusted p-value < 0.01 and |Log2 Fold Change| > 2) to discover high-confidence molecular signatures. The results provide insights into neuroinflammation, synaptic dysfunction, and structural breakdown mechanisms in Alzheimer's Disease.	Microarray transcriptomic data from brain tissue (frontal and temporal cortex), clinical diagnostic metadata, gene expression profiles, and platform annotation data from NCBI GEO database (accession GSE122063, platform GPL16699).	R programming language, limma package, GEOquery, ggplot2, dplyr, ggrepel, NCBI Gene Expression Omnibus (GEO) database, and statistical modeling frameworks including Linear Models and eBayes moderation.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Aditidwivedi-bio/Alzheimer_GeneExpression_GSE5281	Aditidwivedi-bio	Aditidwivedi-bio	Jupyter Notebook		YES - This repository is directly focused on Alzheimer's disease research, analyzing gene expression data to identify transcriptional changes associated with AD, discover potential biomarkers, and understand relevant biological pathways.	This code performs differential gene expression analysis on the GSE5281 dataset from NCBI GEO to identify genes that are differentially expressed between Alzheimer's disease patients and healthy controls. The analysis includes data preprocessing, statistical testing with multiple correction, and visualization through PCA and volcano plots to highlight key genes and pathways associated with Alzheimer's disease.	Microarray-based gene expression data, postmortem brain tissue samples	Python, Pandas, NumPy, SciPy, Matplotlib, Seaborn, Scikit-learn, GEOparse, Jupyter Notebook, Google Colab
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/mohamedessamhashim/GSE63060_IL6_Analysis	mohamedessamhashim	mohamedessamhashim			YES - This repository is directly relevant to biomedical research as it analyzes blood mRNA expression levels of Interleukin-6 (IL-6) in Alzheimer's Disease patients, individuals with Mild Cognitive Impairment, and healthy controls using the AddNeuroMed cohort dataset.	This repository contains an analysis pipeline that investigates whether blood IL-6 mRNA expression levels differ significantly between Alzheimer's Disease, Mild Cognitive Impairment, and control groups while controlling for demographic factors. The analysis uses statistical modeling to test for biomarker potential of IL-6 expression in distinguishing between these diagnostic groups.	- Blood mRNA expression data (transcriptome) - Clinical metadata (diagnosis, age, gender, ethnicity) - Gene expression microarray data from platform GPL6947 - Sample annotation data	- Microsoft Excel (data cleaning and preprocessing) - IBM SPSS Statistics v25 (statistical analysis and General Linear Model) - NCBI Gene Expression Omnibus (GEO) database - GPL6947 microarray platform
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/gyoenge/gsurf-epiagent-alzheimer-Insilico	gyoenge	gyoenge	Python		YES. This repository is directly focused on Alzheimer's disease research, extending the EpiAgent foundation model for single-cell epigenomics to simulate therapeutic interventions in brain disorders. It specifically targets neurodegenerative disease mechanisms by modeling brain-specific regulatory contexts and cellular heterogeneity across different brain cell types.	This code extends the EpiAgent foundation model to Alzheimer's disease research by implementing cell-type specific Low-Rank Adapters (LoRA) for brain cell types including neurons, astrocytes, microglia, and oligodendrocytes. The framework enables in-silico perturbation experiments and therapeutic simulations on single-cell epigenomic data from Alzheimer's disease and control brain tissues, allowing researchers to computationally model regulatory responses and potential treatments in a cell-type aware manner.	Single-cell ATAC-seq (chromatin accessibility) data from Alzheimer's disease and control brain tissues, single-cell epigenomic data.	EpiAgent foundation model, LoRA (Low-Rank Adapters), Jupyter notebooks, Python-based environment setup scripts. The project builds upon the official EpiAgent implementation framework.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/BioData-Yipeng/Brain-tissue-AD-scRNA-seq-GSE175814	BioData-Yipeng	BioData-Yipeng	R		YES - This repository is directly focused on Alzheimer's disease research, analyzing single-cell RNA sequencing data from brain tissues comparing healthy controls to Alzheimer's disease patients.	This repository contains analysis code for processing and analyzing single-cell RNA sequencing (scRNA-seq) data from the GSE175814 dataset. The analysis compares gene expression patterns between healthy control brain tissues and Alzheimer's disease brain tissues at the single-cell level.	Single-cell RNA sequencing (scRNA-seq) data from brain tissues	Not specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/BioData-Yipeng/Brain-tissue-AD-scRNA-seq-GSE188545	BioData-Yipeng	BioData-Yipeng	R		YES - This repository is directly focused on Alzheimer's disease research, analyzing single-cell RNA sequencing data from brain tissue samples comparing healthy controls to Alzheimer's disease patients. It specifically examines cellular changes in the brain associated with neurodegeneration.	This code analyzes single-cell RNA sequencing (scRNA-seq) data from brain tissue samples (dataset GSE188545) comparing 6 healthy controls to 6 Alzheimer's disease samples. The analysis focuses on data integration methods to eliminate batch effects and compares merged versus integrated analysis workflows to identify cellular differences between healthy and diseased brain tissue.	Single-cell RNA sequencing (scRNA-seq) data from brain tissue samples	Not specified in the available repository information (likely uses Seurat or similar scRNA-seq analysis packages based on the mention of FindNeighbor and FindCluster functions, but specific tools are not explicitly listed).
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/psj1996-CR7/AD-scRNAseq-GSE138852-Pipeline	psj1996-CR7	psj1996-CR7	R		YES - This repository is directly focused on Alzheimer's disease research, analyzing single-cell RNA sequencing data to understand cellular mechanisms and gene expression patterns in AD versus control samples.	This repository provides a comprehensive single-cell RNA sequencing analysis pipeline specifically designed for the GSE138852 Alzheimer's disease dataset. The pipeline performs quality control, cell type annotation, differential expression analysis, pathway enrichment, trajectory inference, and cell-cell communication analysis to identify molecular mechanisms underlying Alzheimer's disease.	Single-cell RNA sequencing (scRNA-seq) data, gene expression counts data, cell metadata/covariates	R (>= 4.1), Seurat v4, Monocle3, CellChat, clusterProfiler, SingleR, SCTransform, MSigDB, GSEA
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/khaledalam/GSE205450_PD_RNAseq_Analysis	khaledalam	khaledalam	Python		YES - This repository is directly focused on Parkinson's disease research, analyzing postmortem brain RNA-seq data from PD patients versus controls to identify differentially expressed genes and perform pathway enrichment analysis.	This code analyzes postmortem striatal RNA-seq data from 75 brain samples (35 Parkinson's disease, 40 controls) from the GSE205450 dataset. It merges expression data with clinical metadata, performs differential gene expression analysis, and conducts pathway enrichment analysis using g:Profiler to identify biological processes associated with Parkinson's disease.	- Bulk RNA-seq data (Illumina NovaSeq 6000) - Postmortem brain tissue samples (caudate and putamen regions) - Clinical metadata (age, sex, diagnosis, brain region) - Gene expression counts and log-transformed expression data (LCPM)	- Python - gprofiler-official (for pathway enrichment analysis) - Jupyter Notebook - Standard data analysis libraries (likely pandas, matplotlib for visualizations) - NCBI GEO database integration
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/mohamedOubella/GSEII_2_AI_Project	mohamedOubella	mohamedOubella	Jupyter Notebook		YES - This repository is directly biomedically relevant as it focuses on Parkinson's disease detection using artificial neural networks. Parkinson's disease is a major neurodegenerative disorder, making this project clearly within the scope of biomedical research and healthcare applications for neurological conditions.	This project implements an artificial neural network system for detecting Parkinson's disease. It appears to be an academic project developed by students at Sidi Mohamed Ben Abdellah University under supervision, focusing on applying AI/machine learning techniques to diagnose or identify Parkinson's disease.	Not specified in the available repository information.	Not specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Arpitashukla09/Arduino-GPS-GSM-Bulwark	Arpitashukla09	Arpitashukla09			YES - This repository is biomedically relevant as it specifically addresses the safety and care of individuals with cognitive disabilities, particularly dementia. The tracking system is designed as a healthcare application for neurological conditions to help caregivers monitor patients who may wander due to their cognitive impairment.	This Arduino-based project creates a GPS tracking device specifically designed for individuals with dementia and other cognitive disabilities. The system uses GPS technology for real-time location monitoring and GSM communication to send SMS alerts to caregivers, with geofencing capabilities that trigger notifications when patients leave designated safe zones.	GPS location data, GSM communication data (SMS messages), geofencing boundary data	Arduino UNO microcontroller, GPS Module, GSM Module, Arduino IDE, C/C++ programming languages
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/yansheng-qiu/GSS	yansheng-qiu	yansheng-qiu	Python		YES - This repository is directly biomedically relevant as it focuses on brain tumor segmentation using multi-modal medical imaging data. It addresses a critical clinical need in neuro-oncology by developing methods to segment brain tumors from incomplete imaging modalities, which is essential for diagnosis, treatment planning, and monitoring of brain cancer patients.	"This code implements a deep learning method called ""Group Self-Support Learning"" (GSS) for segmenting brain tumors from incomplete multi-modal medical images. The approach addresses the common clinical problem where not all imaging modalities are available for a patient by enabling models to perform accurate tumor segmentation even when some imaging sequences are missing. The method was presented at ICCV 2023 and builds upon the RFNet architecture."	Multi-modal brain MRI data (specifically mentions BraTS 2020 dataset, which typically includes T1, T1-contrast enhanced, T2, and FLAIR MRI sequences)	PyTorch, CUDA, RFNet framework, BraTS 2020 dataset
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/GuangqiWen/BrainGSL	GuangqiWen	GuangqiWen	Python		YES - This repository implements graph self-supervised learning specifically for brain networks analysis, as indicated by the title and publication in IEEE Journal of Biomedical and Health Informatics. It directly relates to neuroimaging and brain analysis applications.	This repository contains the official implementation of BrainGSL, a graph self-supervised learning method designed for analyzing brain networks. The code implements techniques published in IEEE JBHI for applying graph-based machine learning approaches to understand brain connectivity and structure.	Not specified in the available repository information.	Not specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/leiferlab/NeRVEclustering	leiferlab	JeffreyNguyen; ashleylinder; aleifer; gplummer	Matlab		YES - This repository is biomedically relevant as it focuses on whole brain imaging and neuron tracking in C. elegans worms, which is a fundamental model organism in neuroscience research. The code analyzes neural activity patterns and brain dynamics, contributing to our understanding of nervous system function and potentially informing research on neurological conditions.	This code implements an automated pipeline for tracking neurons in moving and deforming C. elegans brains during whole brain calcium imaging experiments. The pipeline performs video synchronization, worm centerline detection, image straightening, neuron registration and clustering, error correction, and signal extraction to track individual neurons across time-series brain imaging data.	- Binary image files (.dat) from sCMOS cameras (1024x1024 dual-view RFP and GCaMP6s fluorescence imaging) - Low magnification video files (.avi) for brain fluorescence and worm posture - Timing synchronization data (CamData.txt, labJackData.txt, CameraFrameData.txt) - Stage position and piezo control data - Calcium imaging data (GCaMP6s fluorescence signals)	- MATLAB (primary analysis environment) - Python (job submission scripts) - SLURM-based computational cluster (DELLA at Princeton) - Custom GUIs for data visualization and manual correction - Image processing and tracking algorithms - Time synchronization and alignment tools
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Gaitxh/GS-GCA-A-novel-robust-Student-s-t-based-Granger-causality-for-EEG-based-brain-network-analysis	Gaitxh	Gaitxh	MATLAB		YES - This repository is directly biomedically relevant as it focuses on EEG-based brain network analysis using Granger causality methods. It specifically deals with neuroimaging data (EEG) for understanding brain connectivity and neural networks, which is fundamental to neuroscience research and can be applied to studying various neurological conditions.	This code implements a novel robust Student's t-based Granger causality method (GS-GCA) for analyzing brain networks from EEG data. The main function processes multi-dimensional time series EEG data to compute Granger causality relationships between brain regions, providing a more robust approach than traditional Gaussian-based methods for understanding brain connectivity patterns.	EEG (electroencephalography) time series data	GCCA Toolbox (required dependency), MATLAB (implied from function syntax and usage patterns)
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/shuo-zhou/GSDA-Lateralization	shuo-zhou	shuo-zhou; junhaols	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on brain functional network analysis using neuroimaging data (resting-state fMRI) to study sex differences in brain lateralization, which is directly related to neuroscience and brain analysis research.	This repository implements Group-Specific Discriminant Analysis (GSDA), a machine learning method designed to enhance detection of sex differences in brain functional network lateralization. The code analyzes resting-state fMRI data from major neuroimaging datasets (HCP and GSP) to identify patterns of brain network asymmetry between males and females.	Resting-state fMRI (functional magnetic resonance imaging) data from the Human Connectome Project (HCP) and Genomics Superstruct Project (GSP) datasets.	Python packages including numpy, pandas, scipy, scikit-learn, PyTorch, and yacs; Jupyter notebooks; Google Colab integration; YAML configuration files; data preprocessing pipelines; and integration with major neuroimaging datasets (HCP and GSP).
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/agriffa/GSP_brain_decode_fingerprint	agriffa	agriffa	MATLAB		YES - This repository is biomedically relevant as it focuses on brain imaging analysis, specifically implementing methods for brain decoding, fingerprinting, and behavioral correlation analysis using neuroimaging data. It analyzes structure-function coupling in the brain and functional connectivity patterns, which are core areas of neuroscience and brain disorder research.	This code implements multivariate analysis methods for brain decoding, individual fingerprinting, and behavioral correlation analysis using structure-function coupling metrics. It processes neuroimaging data to compute Structural Decoupling Index (SDI), coupled and decoupled functional connectivity measures, and performs task decoding and individual identification based on these brain connectivity patterns.	fMRI brain signals, structural connectome data, functional connectivity data, brain imaging data	MATLAB
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/anders-s-olsen/BrainGSP_subject-specific	anders-s-olsen	anders-s-olsen	Jupyter Notebook		YES - This repository is directly relevant to biomedical research as it focuses on brain graph signal processing, cortical functional map reconstruction, and connectome analysis. It deals with neuroimaging data processing, brain connectivity analysis, and surface-based brain modeling, which are core components of computational neuroscience and brain disorder research.	This repository provides Python scripts for analyzing brain connectivity and reconstructing cortical functional maps using subject-specific geometric and connectome eigenmodes. The code processes tractography data to create connectomes, computes eigenmodes from both structural connectivity and brain surface geometry, and evaluates how well functional brain data can be reconstructed using these structural basis functions.	Tractography data (.tck files), connectome data, cortical surface data, functional brain data (specific modality not specified but likely fMRI), neuroimaging data processed through MRtrix pipeline.	Python, NumPy, MRtrix (tractography), LaPy (surface eigenmode computation), connectome-spatial-smoothing toolbox, Jupyter notebooks, MATLAB (referenced for original brain eigenmodes code), and various neuroimaging processing libraries.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/zyzju/GSSIP	zyzju	zyzju	MATLAB		YES - This repository is biomedically relevant as it focuses on photostimulation of brain tissues and generating illumination patterns for neurons, which directly relates to neuroscience research and brain analysis techniques.	This code generates uniform illumination patterns specifically designed for photostimulation of brain tissues. It provides functionality to calculate neuron-shape illumination patterns, with examples for creating typical soma-shape illumination patterns.	Not specified in the available repository information.	MATLAB (based on the .m file extension mentioned in main.m)
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/mssabir/BulkRNASeq_MouseBrain_GSLandSAMetabolismPathways	mssabir	mssabir	R		YES - This repository is biomedically relevant as it analyzes RNA-Seq data from a mouse model of FSASD (Free Sialic Acid Storage Disease), which is a neurodegenerative lysosomal storage disorder. The analysis focuses on brain tissue (cortex and cerebellum) and examines metabolic pathways (glycosphingolipid and sialic acid metabolism) that are directly related to neurological disease mechanisms.	This R-based workflow performs differential gene expression analysis on RNA-Seq data from FSASD knock-in mice (Slc17a5-R39C/R39C) compared to controls. The pipeline uses DESeq2 to identify differentially expressed genes specifically involved in glycosphingolipid and sialic acid metabolism pathways in brain regions (cortex and cerebellum), generating volcano plots and exporting results for pathway-level interpretation.	RNA-Seq count data, sample metadata (genotype, brain region groupings), curated gene lists for glycosphingolipid metabolism, sialic acid metabolism gene lists, biosynthesis and catabolism pathway gene sets.	R (4.3.0), DESeq2 (1.41.2), EnhancedVolcano (1.19.0), BiocParallel, tidyverse, pheatmap, ggplot2, HISAT2 (for read alignment), RStudio.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/shamroz12/Human-Brain-Gene-Regulatory-Network-Analysis-GSE5281	shamroz12	shamroz12	Jupyter Notebook		YES - This repository is biomedically relevant as it focuses on gene regulatory network analysis of human brain data, specifically comparing Alzheimer's disease (AD) samples versus control samples using the GSE5281 dataset. This directly relates to neurodegenerative disease research and bioinformatics applied to neuroscience.	This code performs gene regulatory network (GRN) analysis on human brain gene expression data to identify hub genes and regulatory relationships. The pipeline includes data preprocessing, network construction using correlation-based methods or specialized tools, hub gene identification, and visualization of results including PCA plots, heatmaps, and network diagrams.	Gene expression data (transcriptomics), sample metadata with disease status (AD vs Control)	Python, correlation-based network analysis, ARACNe, GENIE3, CLR (recommended tools for GRN inference), PCA analysis, CSV data handling
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Vamsi-Dath/GAN-Evaluation---Brain-MRI	Vamsi-Dath	Vamsi-Dath	Jupyter Notebook		YES - This repository is directly biomedically relevant as it focuses on brain MRI image analysis and generation using GANs to address the problem of limited medical imaging datasets in developing nations like India for research and clinical studies.	This project implements a Generative Adversarial Network (GAN) to generate synthetic brain MRI images for data augmentation purposes. The system uses a generator-discriminator architecture to create new plausible brain MRI samples from existing datasets to overcome the challenge of small medical imaging datasets in developing countries.	Brain MRI images, CT images, PET images (mentioned for cross-modality synthesis)	GAN architecture with Generator and Discriminator neural networks, evaluation metrics including Inception Score (IS), Fréchet Inception Distance (FID), Largest Inception Distance (LID), Precision and Recall for Distributions (PRD), and Geometric Score (GS). Specific implementation frameworks are not clearly specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/LingyuanMeng17/BrainGS	LingyuanMeng17	LingyuanMeng17			YES - This repository is biomedically relevant as it focuses on brain analysis methods using neuroimaging datasets including ABIDE (Autism Brain Imaging Data Exchange), ADHD200 (ADHD neuroimaging dataset), and OSF (likely neuroimaging data from Open Science Framework). These are established neuroimaging datasets used for studying brain disorders and neurological conditions.	BrainGS implements a knowledge-driven semi-supervised brain analysis method that uses diffusion-based graph generation for improved performance with less data. The code combines graph neural networks with diffusion models to analyze brain connectivity data, leveraging pre-trained graph generators to enhance brain analysis tasks.	Brain imaging/neuroimaging data from ABIDE (autism), ADHD200 (ADHD), and OSF datasets. The specific neuroimaging modalities (MRI, fMRI, etc.) are not explicitly specified in the available repository information.	Python 3.7.12, PyTorch 1.13.0, PyTorch Geometric (PyG) 2.1.0, GDSS (Graph Diffusion for Semi-Supervised learning) framework, and additional dependencies specified in requirements.txt file.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Saint24Louis/GST-Test	Saint24Louis	Saint24Louis	JavaScript		NO - This is a general web-based quiz application (GST112 Quiz) that loads questions from a JSON file and provides a testing interface. There is no indication that it relates to biomedical research, neuroscience, brain disorders, or any healthcare applications.	This is a client-side web application that creates an interactive quiz interface. The app loads 100 questions from a JSON file, randomly selects 40 questions per session, allows users to navigate through questions, and calculates scores with correct answer feedback at the end.	Quiz questions and answers stored in JSON format. Not specified in the available repository information regarding any biomedical data types.	HTML, JavaScript (client-side), JSON for data storage, modern web browsers (Chrome/Firefox/Edge/Safari), and web hosting platforms (GitHub Pages, Netlify).
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/BRomans/GSS_BrainSculptor	BRomans	BRomans; galantartdesign	C#		YES - This repository is biomedically relevant as it involves Brain-Computer Interface (BCI) technology using EEG signals for neural command mapping. It processes real-time EEG data from brain activity to control digital applications, which is directly related to neuroscience and biomedical engineering applications.	BrainSculptor is a Unity application that enables users to sculpt and manipulate 3D geometry using brain-computer interface commands derived from EEG signals. The application integrates the Unicorn EEG SDK to translate neural signals into creative control gestures within a virtual 3D environment, allowing users to focus on flashing targets to modulate transformations and shape manipulations.	EEG (electroencephalography) signals, neural signals, brain power values, OSC (Open Sound Control) streaming data	Unity 6 (6000.x), Unicorn EEG SDK, Unicorn Hybrid Black EEG device, OSC (Open Sound Control), Windows platform, g.tec Unicorn Suite
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/laurabilicz/GSoC2018	laurabilicz	laurabilicz	Python		YES - This repository is biomedically relevant as it focuses on building high-resolution 3D models of brain vasculature, which directly relates to neuroimaging and brain analysis for understanding cerebrovascular structure and potentially neurological conditions.	This repository appears to be a Google Summer of Code 2018 project focused on developing methods to construct detailed 3D models of brain blood vessels. The project likely involves processing neuroimaging data to visualize and analyze the complex vascular networks within the brain.	Not specified in the available repository information.	Not specified in the available repository information.
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/tlancian/gsp_brain	tlancian	tlancian	Python		YES - This repository is biomedically relevant as it focuses on fMRI (functional Magnetic Resonance Imaging) data analysis for brain research. The project specifically works with the ABIDE dataset (Autism Brain Imaging Data Exchange) and applies neuroimaging analysis techniques to classify individuals, which directly relates to brain imaging and neurological condition research.	This code implements a machine learning pipeline that combines Graph Signal Processing (GSP) and Network Theory approaches to analyze fMRI brain imaging data. The project replicates research by Wang et al. that extracts topological and graph Fourier transform features from fMRI data to train an SVM classifier for age-based classification of individuals.	fMRI (functional Magnetic Resonance Imaging) data from the ABIDE dataset	Graph Signal Processing (GSP), Network Theory analysis tools, SVM (Support Vector Machine) classifier, Python (implied from .py files), graph Fourier transform implementations
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Kunall7890/BrainWave_Responsive_website_GSAP	Kunall7890		JavaScript		"NO - This is a general web development project for creating a modern UI/UX website template called ""Brainwave."" Despite the name ""Brainwave,"" this is purely a frontend web development template focused on marketing landing pages and has no connection to biomedical research, neuroscience, or brain-related medical applications."	"This is a React-based website template called ""Brainwave"" built for creating modern, responsive landing pages with sleek UI/UX design. The project uses Vite for development tooling and Tailwind CSS for styling, featuring parallax animations, modern design elements, and various sections like hero, services, pricing, and roadmap components."	Not specified in the available repository information.	Vite, React.js, Tailwind CSS, Node.js, npm, Git, JavaScript, HTML, CSS
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/tiper2066/gsap-brainwave	tiper2066	tiper2066	TypeScript		"NO. While the repository name contains ""brainwave"" which might suggest neuroscience relevance, the actual content shows this is a standard Next.js web application project with no biomedical, neuroscience, or healthcare-related functionality described in the documentation."	This is a basic Next.js web application project created using the standard create-next-app template. The repository contains boilerplate code for a React-based web application with standard development setup and deployment instructions for Vercel.	Not specified in the available repository information.	Next.js, React, TypeScript (app/page.tsx), npm/yarn/pnpm/bun (package managers), Vercel (deployment platform), Geist font family.
