Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/PRIME-RE/RheMAP	PRIME-RE	pcklink; niksirbi	Jupyter Notebook	YES - This repository is biomedically relevant as it focuses on brain imaging and neuroimaging analysis for rhesus macaque brains. It provides tools for registering and transforming MRI data between different macaque brain templates, which is essential for comparative neuroscience research and studies of brain structure and function that often serve as models for human neurological conditions.	RheMAP provides pre-calculated non-linear registration warps between commonly used rhesus macaque brain templates (D99, INIA19, MNI macaque, NMT, Yerkes19, ONPRC18) to facilitate cross-study comparisons and data sharing. The repository contains code to calculate these registration warps using ANTs and example notebooks demonstrating how to transform MRI data, parcellations, and statistical maps between different template spaces. This addresses the lack of a standard macaque brain template by enabling researchers to easily convert data between different template spaces.	MRI data, fMRI data, brain templates, volumetric brain images (NIFTI format), surface data (GIFTI, MGZ formats), brain parcellations, statistical maps, anatomical data	ANTs (Advanced Normalization Tools), FireANTs, Jupyter notebooks, AFNI, NIFTI format support, GIFTI format support, MINC format support, MGZ format support, Zenodo for data distribution, G-NODE/GIN for version control
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ngohgia/text2brain	ngohgia	ngohgia; mnhng	Python	YES - This repository is directly relevant to biomedical research as it focuses on neuroimaging and brain analysis. It generates brain activation maps from text queries to search through neuroimaging literature, which is specifically related to neuroscience and brain imaging applications.	Text2Brain is a search engine that generates whole-brain activation maps from free-form text queries about neuroimaging studies. It uses a fine-tuned SciBERT transformer encoder to process text queries and a 3D convolutional neural network to synthesize corresponding brain activation patterns, enabling efficient searching through neuroimaging literature.	Brain activation maps, neuroimaging data (NIfTI format), text queries from neuroimaging literature	SciBERT (transformer encoder), 3D convolutional neural networks (CNN), Anaconda/Conda, PyTorch (inferred from .pth checkpoint file), Python, NIfTI file format support
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/vzachari/IronSmithQSM	vzachari	vzachari	Shell	YES - This repository is highly biomedically relevant as it focuses on Quantitative Susceptibility Mapping (QSM) for brain imaging analysis. QSM is used to measure iron concentration in brain regions, which is important for studying neurodegenerative diseases, brain disorders, and neurological conditions where iron accumulation plays a role.	IronSmithQSM is a comprehensive, fully automated pipeline for creating and processing Quantitative Susceptibility Maps (QSM) from brain MRI data. The software automates QSM map creation from GRE DICOM images, registers T1 images to QSM maps, segments brain regions into 89 ROIs using FreeSurfer, and extracts iron concentration values while filtering outliers and calculating quality metrics.	- GRE DICOM images (Gradient Echo MRI) - MPR or multi-echo MPR (MEMPR) T1 MRI images - QSM maps (Quantitative Susceptibility Maps) - Phase images - Magnitude images	- MATLAB (R2017b to R2019b) with Image Processing Toolbox - MEDI Toolbox (version 01/15/2020) - FreeSurfer (versions 6.0.0 and 7.1.1) - Singularity containerization - Bash UNIX shell - GNU coreutils - MNI152 standard space templates
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/owenrandlett/Z-Brain	owenrandlett	owenrandlett	MATLAB	YES - This repository is biomedically relevant as it provides neuroanatomical analysis tools for zebrafish neuroscience research. It includes brain imaging analysis, neuroanatomical reference atlas creation, and brain region segmentation methods that are directly applicable to understanding brain structure and function in a model organism used extensively in biomedical research.	This repository contains analysis scripts and viewer functions for the Z-Brain neuroanatomical reference atlas and MAP-Mapping methods for zebrafish brain research. The code provides tools to explore a standardized 6dpf zebrafish brain atlas with 294 segmented regions and 29 registered anatomical labels, allowing researchers to register new datasets and perform automated annotation of anatomical and functional brain data.	Brain imaging data (registered zebrafish brain stacks), antibody staining data (anti-ERK), transgene expression data, dye fill data, pERK and tERK stained data, neuroanatomical reference images, regional mask data	MATLAB, HDF5 file format, CMTK (Computational Morphometry Toolkit), NRRD file format, web browser interface, ZBrainViewer.m (custom MATLAB function), MakeTheMAPMap.m (custom MATLAB function), ZBrainAnalysisOfMAPMaps.m (custom MATLAB function)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/AmarBhatt/Temporal_Difference_Learning_Path_Planning	AmarBhatt	AmarBhatt	Matlab	NO. This repository focuses on robotic path planning and navigation using reinforcement learning algorithms for disaster response scenarios. While it mentions how animals and humans learn through reinforcement learning, the actual implementation is for autonomous robotic systems navigating physical environments, not for biomedical research, brain analysis, or neurological applications.	This code implements temporal difference learning algorithms (Q-Learning and SARSA) for robotic path planning in unknown environments. The system uses simulated sensor data to enable a robot to navigate through terrain (such as post-disaster areas) to reach a goal while optimizing for distance, safety, and terrain navigation.	Simulated sensor data including ultrasonic sensors, moisture sensors, encoders, shock sensors, pressure sensors, and steepness sensors.	Not specified in the available repository information.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/netneurolab/markello_spatialnulls	netneurolab	rmarkello	Python	YES - This repository is biomedically relevant as it focuses on neuroimaging data analysis and brain mapping methodologies. It specifically deals with statistical analysis methods for whole-brain neuroimaging data and spatial autocorrelation in brain maps, which are fundamental to neuroscience research and understanding brain function.	This repository contains code and data for comparing different spatial null model implementations used in statistical analyses of whole-brain neuroimaging data. The research investigates how well various null models account for spatial autocorrelation when analyzing brain maps, with results published in a NeuroImage manuscript by Markello & Misic (2021).	Whole-brain neuroimaging data, HCP (Human Connectome Project) data, brain maps	Python, conda, pip, Singularity containers, parspin package, Makefile build system, OSF (Open Science Framework) for data hosting
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/aviralchharia/Brain-Tumor-Detection-with-VGG-16-Transfer-Learning	aviralchharia	aviralchharia	Jupyter Notebook	YES - This repository is directly biomedically relevant as it focuses on brain tumor detection using MRI scans, which is a critical application in medical imaging and neurological healthcare. The project aims to assist in robotic surgery by automatically classifying brain tumors, making it highly relevant to clinical neuroscience and medical diagnosis.	This project implements a deep learning solution for brain tumor detection using VGG-16 transfer learning architecture to classify MRI brain scans as either containing tumors or being tumor-free. The code performs binary classification on preprocessed and augmented MRI images, achieving 92% validation accuracy and 80% test accuracy. The model is designed to assist in robotic surgery applications by providing automated tumor detection capabilities.	MRI brain scans/images	VGG-16 CNN architecture, Convolutional Neural Networks (CNN), Transfer Learning, Deep Learning frameworks (specific framework not mentioned but likely TensorFlow/Keras or PyTorch), Computer Vision techniques, Data Augmentation tools, Image preprocessing utilities
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/CPernet/brain_colours	CPernet	CPernet	MATLAB	YES - This repository is biomedically relevant as it focuses on creating improved colormaps specifically for tomographic brain imaging data visualization. It directly relates to brain imaging and neuroimaging analysis, addressing the critical issue of accurate data representation in brain imaging research.	This repository contains MATLAB code that generates perceptually uniform colormaps for brain imaging visualization by fixing luminance values in CIELAB color space. The code addresses the problem of traditional colormaps where color and luminance are confounded, making it difficult to accurately perceive underlying data values in brain images.	Tomographic brain imaging data (specific modalities not detailed, but likely includes MRI and other neuroimaging formats compatible with MRIcron, FSLeyes, SPM, and ImageJ)	- MATLAB - MRIcron - FSLeyes - SPM (Statistical Parametric Mapping) - ImageJ - equalisecolourmap.m (Peter Kovesi) - deltaE2000.m - colorspace.m and colormapline.m (Matteo Niccoli) - CIELAB color space conversion tools
National Alzheimer's Coordinating Center Uniform Data Set	NACC-UDS	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/manvis2/Predicting-Alzheimers-Disease-Progression	manvis2	manvis2	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease, a major neurodegenerative condition. It involves clinical data analysis for predicting disease progression using longitudinal patient records and cognitive assessment scores.	This project implements machine learning models (Random Forest and XGBoost) to predict the rate of cognitive decline in Alzheimer's patients using longitudinal clinical data from the National Alzheimer's Coordinating Center. The code preprocesses patient data, performs hyperparameter tuning, and evaluates model performance to identify factors associated with disease progression rates.	Longitudinal clinical data, demographic data, health indicators, behavioral data, Clinical Dementia Rating (CDR) scores, patient independence assessments, body mass index measurements, anxiety assessments.	Python, Jupyter Notebook, Random Forest, XGBoost, Optuna (hyperparameter tuning), National Alzheimer's Coordinating Center (NACC) Uniform Data Set (UDS).
Open Access Series of Imaging Studies - Clinical Memory Disorders	OASIS-4	Memory Disorders; Dementia; Alzheimer's Disease	https://github.com/jobayer/OASIS4-JPG-Data-and-Label-Extractor	jobayer	jobayer	Jupyter Notebook	YES - This repository is directly biomedically relevant as it processes the OASIS-4 dataset for dementia research, converts brain imaging data (NIFTI format) to JPEG images, and categorizes them by dementia severity using Clinical Dementia Rating (CDR) scores.	This Python script extracts and converts brain imaging data from the OASIS-4 dataset from NIFTI format to JPEG images for easier handling and visualization. The script automatically categorizes the extracted images into different dementia classes based on Clinical Dementia Rating (CDR) scores, selecting middle slices from each imaging sequence and matching them with corresponding clinical labels.	- NIFTI brain imaging files (.nii.gz) - Clinical Dementia Rating (CDR) data from CSV files - JPEG images (converted output) - MRI sequences (anat1, anat2, swi1, swi2, FLAIR) - Clinical metadata (visit days, CDR scores)	- nibabel (NIFTI file handling) - pandas (data manipulation) - numpy (numerical operations) - matplotlib (image processing and visualization) - glob2 (file pattern matching) - tqdm (progress bars) - Jupyter Notebook environment
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/clin-projects/MRI-alzheimers-classification-OASIS1-	clin-projects	clin-projects	Jupyter Notebook	YES - This repository is directly focused on predicting dementia stages using MRI brain imaging data, which is highly relevant to neurodegenerative disease research and clinical applications for neurological conditions.	This project uses a neural network to predict dementia stages based on brain volume features extracted from MRI images, along with demographic factors like gender and education level. The code performs exploratory data analysis on the OASIS1 dataset and implements a relatively simple neural network architecture that achieves approximately 60% prediction accuracy on the test set.	MRI brain images, brain volume measurements, demographic data (gender, education level), clinical dementia staging data	Neural networks, OASIS1 dataset, Kaggle dataset access (specific frameworks and packages not specified in the available repository information)
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/smhooten/MRI-Learn	smhooten	smhooten; andradenm	Python	YES - This repository is directly focused on Alzheimer's Disease classification, which is a major neurodegenerative disease. It involves analyzing MRI data from the OASIS-1 dataset to distinguish between Alzheimer's Disease patients and cognitively normal individuals.	This project implements and compares various machine learning methods for classifying Alzheimer's Disease versus cognitively normal cases using the OASIS-1 dataset. It appears to be a survey/comparison study of different classification approaches developed as a term project for a machine learning course at UC Berkeley.	MRI data from the OASIS-1 dataset	Not specified in the available repository information.
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/twast0/OASIS_Alzheimers	twast0	twast0	Python	YES - This repository is directly biomedically relevant as it focuses on dementia classification using brain PET scans from the OASIS-1 dataset. The project specifically addresses neurodegenerative diseases by developing a deep learning model to classify different severity levels of dementia (non-demented, very mild, mild, and moderate dementia).	This project implements a deep learning classification model based on Inception-ResNet-V2 architecture to analyze brain PET scans and classify them into four dementia severity categories. The model uses transfer learning with ImageNet pre-trained weights and is fine-tuned on the OASIS-1 dataset, achieving over 99% accuracy in distinguishing between different levels of cognitive impairment.	Brain PET scans (cross-sectional), preprocessed neuroimaging data with skull stripping and intensity normalization, manually assigned dementia severity labels	Inception-ResNet-V2, TensorFlow, ImageNet (for pre-trained weights), transfer learning techniques, Python (implied from pip requirements)
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/mayasarkar/alzheimers-mri	mayasarkar	mayasarkar	Jupyter Notebook	YES - This repository is directly related to Alzheimer's disease, a major neurodegenerative condition, and involves MRI brain imaging analysis for classification purposes using a well-known neuroimaging dataset (OASIS-1).	This project implements machine learning classification methods to analyze MRI brain scans for Alzheimer's disease detection using the OASIS-1 dataset. The code appears to focus on developing automated classification systems to distinguish between different stages or presence of Alzheimer's disease from neuroimaging data.	MRI neuroimaging data from the OASIS-1 dataset	Not specified in the available repository information.
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/Nahidhasan07/Alzheimer-s-Disease-Detection	Nahidhasan07	Nahidhasan07	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease detection, which is a major neurodegenerative disease. The project uses medical datasets and machine learning approaches specifically for diagnosing a neurological condition.	This project implements machine learning-based detection of Alzheimer's disease using the OASIS 1 dataset. The code applies ten different machine learning algorithms to classify and detect Alzheimer's disease from the available data.	OASIS 1 dataset (neuroimaging and clinical data for Alzheimer's research)	Not specified in the available repository information (only mentions machine learning algorithms but not the specific frameworks or packages used).
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/Nathansuares/Alzheimer-s-disease-Prediction	Nathansuares	Nathansuares	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease detection, which is a major neurodegenerative condition. It specifically involves brain MRI imaging analysis and classification of dementia stages, making it highly relevant to biomedical research and neurological healthcare applications.	This project implements deep learning models to classify MRI brain scans for detecting different stages of Alzheimer's disease and dementia. The code uses convolutional neural networks (CNNs) with transfer learning to classify brain images into four cognitive categories ranging from non-demented to moderate dementia using the OASIS-1 dataset.	MRI brain scans, neuroimaging data (OASIS-1 dataset with images resized to 128×128 pixels)	Convolutional Neural Networks (CNNs), EfficientNetV2B0, EfficientNetV2B1, ResNet-50, transfer learning techniques, deep learning frameworks (likely TensorFlow/Keras or PyTorch based on the models mentioned)
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/anilmenon14/OASIS_CNN_dementia_patterns	anilmenon14	anilmenon14	Jupyter Notebook	YES - This repository is directly focused on dementia analysis using MRI brain imaging data. It specifically aims to identify early patterns of dementia through machine learning analysis of brain MRI images, which is clearly relevant to neurodegenerative disease research and neuroimaging applications.	This project implements convolutional neural networks (CNNs) to analyze MRI brain imaging data from the OASIS 1 and 2 datasets for dementia classification and pattern recognition. The code performs binary classification to distinguish between demented and non-demented patients, compares different MRI planes (sagittal, coronal, transverse), and uses unsupervised clustering methods to derive insights from CNN activation maps.	MRI brain imaging data (specifically from OASIS 1 and 2 datasets), including sagittal, coronal, and transverse plane images, processed 2D MRI slices selected by radiologists, and 3D MRI volumes.	Convolutional Neural Networks (CNNs), Random Forest, Naive Bayes, clustering algorithms, manifold learning methods, and general machine learning frameworks (specific packages not detailed in the available repository information).
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/aurgas/Brain-age-prediction	aurgas	aurgas	Jupyter Notebook	YES - This repository is biomedically relevant as it focuses on brain age prediction, which is directly related to brain imaging analysis and neuroimaging research. Brain age prediction is commonly used in neuroscience and medical research to assess brain health, detect neurological disorders, and study age-related brain changes.	This project implements brain age prediction using the OASIS-1 dataset. The repository appears to be focused on developing models to predict chronological age from brain imaging data, which is a common neuroimaging analysis task used to assess brain health and detect potential neurological abnormalities.	Brain imaging data from the OASIS-1 dataset (likely structural MRI scans)	Not specified in the available repository information.
Open Access Series of Imaging Studies - Cross-sectional	OASIS-1	Alzheimer's Disease; Normal Controls	https://github.com/FahimFBA/organize-OASIS	FahimFBA	FahimFBA	HTML	YES - This repository is directly related to dementia research and brain imaging analysis. It works with the OASIS (Open Access Series of Imaging Studies) dataset, which contains neuroimaging data of subjects with different stages of dementia (Nondemented, Very Mild Dementia, Mild Dementia, and Moderate Dementia).	This repository contains scripts to organize and modify the OASIS-1 neuroimaging dataset, which is a publicly available collection of brain imaging data focused on dementia research. The code processes the original dataset files and associated demographic/clinical data to make them more accessible for scientific analysis.	Neuroimaging data (brain scans), demographic data, clinical data. The dataset comes in compressed .tar.gz files and includes an Excel (.xlsx) file with demographic and clinical information.	Based on the available information, the specific programming languages and tools are not clearly specified in the repository content provided. The repository mentions processing .tar.gz files and .xlsx files, suggesting file manipulation and data processing capabilities.
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/ThalesMMS/brain-mri-pipelines-py	ThalesMMS	ThalesMMS	Python	YES - This repository is directly focused on biomedical research for Alzheimer's disease detection using brain MRI analysis. It implements machine learning pipelines specifically designed to analyze brain imaging data for neurodegenerative disease classification and diagnosis.	This repository implements a comprehensive machine learning pipeline for analyzing brain MRI scans to detect and classify Alzheimer's disease using the OASIS-2 dataset. The code includes both traditional machine learning approaches (SVM, XGBoost) and deep learning models (EfficientNet-B0) with image preprocessing, segmentation, feature extraction, and a GUI for interactive analysis. The pipeline is designed with strong regularization and patient-aware data splitting to handle the challenges of small medical datasets.	- Brain MRI scans (NIfTI format, .nii.gz files) - Clinical and demographic data - Axial brain imaging slices - OASIS-2 dataset (Open Access Series of Imaging Studies)	- Python 3.11+ - EfficientNet-B0 (deep learning backbone) - SVM (Support Vector Machine) - XGBoost - Tkinter (GUI framework) - NIfTI image processing libraries - Otsu thresholding for segmentation - PPO (Proximal Policy Optimization) for reinforcement learning - Cross-validation frameworks - Image augmentation and regularization techniques
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/CrisCorreaS/AD-prediction-classification-models	CrisCorreaS	CrisCorreaS	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's Disease (AD) prediction and classification using the OASIS-2 longitudinal brain MRI dataset. It specifically analyzes neuroimaging data to model cognitive decline and dementia progression in older adults.	This project analyzes the OASIS-2 longitudinal brain MRI dataset to predict Alzheimer's Disease and cognitive states. It consists of two main components: data exploration and preprocessing of the neuroimaging dataset, followed by training and evaluation of 15 different machine learning classification models to predict cognitive decline and dementia.	Longitudinal brain MRI data, neuroimaging data, clinical cognitive assessment data from the OASIS-2 dataset	Python, Matplotlib, NumPy, Pandas, Plotly, scikit-learn, SciPy, TensorFlow, PyTorch, LightGBM, TabNet, Jupyter notebooks
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/MansiSinghal502/Investigating-Bias-and-Fairness-for-Alzheimer-s-Diagnosis-Using-the-OASIS-2-Dataset	MansiSinghal502	MansiSinghal502	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease diagnosis, which is a major neurodegenerative condition. The project specifically investigates bias and fairness in diagnostic approaches using a well-known neuroimaging dataset (OASIS-2), making it highly relevant to biomedical research in neurodegenerative diseases.	Based on the repository title and description, this project analyzes bias and fairness issues in machine learning models used for Alzheimer's disease diagnosis. The research utilizes the OASIS-2 dataset to investigate how diagnostic algorithms may exhibit bias and to develop more equitable approaches for Alzheimer's detection.	The repository mentions the OASIS-2 dataset, which typically contains neuroimaging data (MRI scans) and associated clinical/demographic information for Alzheimer's research, though specific data modalities are not detailed in the available repository information.	Not specified in the available repository information.
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/MansiSinghal502/BMEN691	MansiSinghal502	MansiSinghal502	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease diagnosis, which is a major neurodegenerative disorder. The project investigates bias and fairness in diagnostic approaches using the OASIS-2 dataset, which is a well-known neuroimaging dataset used in Alzheimer's research.	This project investigates bias and fairness issues in machine learning models used for Alzheimer's disease diagnosis. The research utilizes the OASIS-2 dataset to analyze potential biases in diagnostic algorithms and evaluate fairness metrics in the context of neurodegenerative disease classification.	OASIS-2 dataset (which typically includes MRI neuroimaging data, demographic information, and clinical assessments related to Alzheimer's disease and cognitive decline)	Not specified in the available repository information.
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/MansiSinghal502/Mansi_30235170_BMEN619.03_Final_Project	MansiSinghal502	MansiSinghal502	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease diagnosis, which is a major neurodegenerative disease. The project investigates bias and fairness in diagnostic approaches using the OASIS-2 dataset, which is a well-known neuroimaging dataset used in Alzheimer's research.	This project analyzes bias and fairness issues in Alzheimer's disease diagnosis using the OASIS-2 dataset. The code likely implements machine learning models to diagnose Alzheimer's while examining how demographic factors may introduce bias into the diagnostic process.	The project uses the OASIS-2 dataset, which typically contains neuroimaging data (MRI scans) and clinical/demographic information related to Alzheimer's disease patients and healthy controls.	Not specified in the available repository information.
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/UmairAmir/Alzheimer-Detection-23-	UmairAmir	UmairAmir	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's Disease detection and staging using MRI brain imaging data. It implements machine learning models specifically for classifying Alzheimer's Disease progression, which is a core neurodegenerative disease research application.	This project implements a Slice-Aware Vision Transformer (SE-ViT) that combines Squeeze-and-Excitation modules with Vision Transformers to classify Alzheimer's Disease progression from 3D MRI scans. The system ranks the most informative axial slices from brain MRI data and performs binary, multi-class, and hierarchical classification to stage Alzheimer's Disease across 4 different progression levels.	- 3D T1-weighted MRI brain scans - Preprocessed MRI data (skull stripped and normalized) - OASIS-2 dataset (Open Access Series of Imaging Studies)	- Jupyter Notebooks - Vision Transformers (ViT) - Hugging Face pre-trained models - Squeeze-and-Excitation (SE) modules - Python (implied from .ipynb files)
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/NanaNyarko/dementia_prediction	NanaNyarko	NanaNyarko; angelobioko	Python	YES - This repository is directly focused on dementia classification and progression analysis using MRI brain scans. It specifically addresses neurodegenerative disease diagnosis (dementia/Alzheimer's) through medical imaging analysis, which is highly relevant to biomedical research and clinical applications for neurological conditions.	This code implements a multi-level dementia classifier using transfer learning with Keras/TensorFlow to analyze MRI brain scans from the OASIS dataset. The system uses VGG-16 pre-trained features to classify dementia progression into four levels (nondemented, very mild, mild, and moderate dementia) and provides a command-line interface for training models and testing individual or batch MRI scans.	MRI brain scans (both raw MRI images and FSL_SEG processed images with grey/white/CSF segmentation), clinical dementia ratings (CDR scores), cross-sectional neuroimaging data from OASIS dataset	Keras, TensorFlow, NumPy, OpenCV, imutils, Matplotlib, VGG-16 pre-trained model, Python virtualenv, transfer learning techniques
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/anilmenon14/OASIS_CNN_dementia_patterns	anilmenon14	anilmenon14	Jupyter Notebook	YES - This repository is directly focused on dementia analysis using MRI brain imaging data. It specifically aims to identify early patterns of dementia through machine learning analysis of brain MRI images, which falls squarely within neurodegenerative disease research and medical neuroimaging applications.	This project implements convolutional neural networks (CNNs) to analyze MRI brain imaging data from the OASIS datasets for dementia classification and pattern recognition. The code performs binary classification to distinguish between demented and non-demented patients, compares different MRI plane orientations (sagittal, coronal, transverse), and uses unsupervised clustering methods to derive insights from CNN activation maps.	- MRI brain imaging data (from OASIS 1 and 2 datasets) - Processed MRI slices selected by radiologists - 3D MRI volumes with different anatomical planes (sagittal, coronal, transverse) - Clinical dementia classification labels (demented vs non-demented)	- Convolutional Neural Networks (CNNs) - Random Forest (baseline model) - Naive Bayes (baseline model) - Clustering algorithms for unsupervised analysis - Manifold learning techniques - OASIS dataset processing tools - Python-based machine learning frameworks (specific frameworks not detailed in the provided content)
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/divijsharma123/Dementia-Analysis	divijsharma123	divijsharma123	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease and dementia analysis, which are neurodegenerative conditions. It involves analysis of longitudinal MRI brain imaging data combined with clinical assessments (MMSE, CDR) to study cognitive decline and dementia progression.	This repository appears to contain analysis code for studying Alzheimer's disease and dementia using a longitudinal dataset of 150 subjects aged 60-96. The project analyzes MRI brain imaging data along with clinical and cognitive assessment scores to understand dementia progression and classification across different patient groups (nondemented, demented, and converted cases).	- T1-weighted MRI brain scans - Clinical assessment data (Mini Mental State Examination - MMSE, Clinical Dementia Rating - CDR) - Demographic data (age, education years, socioeconomic status) - Brain volumetric measurements (estimated Total Intracranial Volume - eTIV, normalized Whole Brain Volume - nWBV, Atlas Scaling Factor - ASF)	Not specified in the available repository information.
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/peixotopsi-ctrl/oasis_2_4models_predict	peixotopsi-ctrl	peixotopsi-ctrl	R	YES - This repository is biomedically relevant as it focuses on predicting conversion from nondemented to demented status using longitudinal MRI data from the OASIS-2 dataset, which directly relates to dementia research and neuroimaging analysis for brain disorders.	This repository implements and compares multiple supervised machine learning models to predict the conversion from nondemented to demented status in patients. The code uses the OASIS-2 longitudinal MRI dataset to train models and identify the most important predictors for dementia conversion.	Longitudinal MRI data from the OASIS-2 dataset	Not specified in the available repository information.
Open Access Series of Imaging Studies - Longitudinal	OASIS-2	Alzheimer's Disease; Normal Controls; Conversion from Normal to Dementia	https://github.com/aliciagonsalves/longitudinal-neuroimaging-prediction	aliciagonsalves	aliciagonsalves	Jupyter Notebook	YES. This repository is directly focused on predicting cognitive decline and Clinical Dementia Rating (CDR) scores using neuroimaging data from the OASIS dataset, which is specifically designed for studying dementia and Alzheimer's disease. The project aims to develop deep learning models for longitudinal prediction of cognitive changes in older adults, making it highly relevant to neurodegenerative disease research.	This project implements a comprehensive deep learning pipeline for predicting longitudinal cognitive decline using multimodal neuroimaging data. It features modular architectures including baseline LSTM models for tabular data and hybrid CNN+LSTM models that combine clinical data with 3D T1-weighted MRI scans through late fusion. The pipeline emphasizes MLOps practices with experiment tracking, uncertainty quantification via MC Dropout, and model interpretability through various techniques.	- 3D T1-weighted MRI neuroimaging data - Clinical/tabular data including Clinical Dementia Rating (CDR) scores - Longitudinal time-series data from OASIS-2 dataset - Future plans include PET imaging and genetic data from ADNI dataset	- Deep Learning: PyTorch (implied from CNN+LSTM models) - Experiment Tracking: Weights & Biases (W&B) - Neuroimaging: FSL, ANTs/ANTsPyNet, NIfTI, TemplateFlow - Machine Learning: SHAP, scikit-learn (implied from preprocessing) - Interpretability: Integrated Gradients, Permutation Feature Importance - Development: Jupyter Notebooks, Git, Python - Data Processing: Pandas (implied), custom preprocessing pipelines - Uncertainty: MC Dropout implementation
