Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/mobassir94/Introduction-to-TensorFlow-for-Artificial-Intelligence-Machine-Learning-and-Deep-Learning	mobassir94	mobassir94	Jupyter Notebook	NO - This is a general educational repository for learning TensorFlow and deep learning fundamentals. It appears to be course materials from a Coursera course taught by Laurence Moroney focused on general AI/ML concepts rather than specific biomedical or neuroscience applications.	This repository contains hands-on practice materials and exercises for learning TensorFlow, artificial intelligence, machine learning, and deep learning concepts. It serves as supplementary code for a Coursera course taught by Google Brain AI advocate Laurence Moroney, providing practical implementation examples for foundational deep learning techniques.	Not specified in the available repository information.	TensorFlow
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/vunderkind/Brain.js	vunderkind	vunderkind	JavaScript	"NO - This appears to be a general machine learning/neural network project using the Brain.js library. While the name ""Brain.js"" might suggest neuroscience relevance, Brain.js is actually a general-purpose JavaScript neural network library for machine learning applications, not specifically for biomedical or neuroscience research."	This is a minimal JavaScript project that uses the Brain.js neural network library. The repository contains only basic setup files (README and package.json) with no actual implementation code visible, suggesting it's either a starter template or an incomplete project for general machine learning applications.	Not specified in the available repository information.	- Brain.js (v2.0.0-alpha.9) - JavaScript neural network library - Node.js/npm (implied by package.json structure) - JavaScript
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/strazdinalaura/kickstarter-campaign-brainstation	strazdinalaura	strazdinalaura		NO - This repository is about a Kickstarter campaign for a board game company, which is unrelated to biomedical research, neuroscience, or healthcare applications.	This repository appears to be related to setting up a Kickstarter campaign for a board game company that needs a minimum of $15,000 USD funding. Based on the limited information available, it seems to be a business/marketing project rather than a software development project.	Not specified in the available repository information.	Not specified in the available repository information.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/RNA-Messenger/brainfart-gm	RNA-Messenger	RNA-Messenger	JavaScript	NO - This repository is a campaign tracker tool for tabletop gaming (GM = Game Master). It manages NPCs, maps, and game sets for role-playing games, not biomedical or neuroscience research.	This is a React-based campaign management tool for tabletop game masters that uses IndexedDB for data persistence. It allows users to track NPCs, sets, and maps with image support, providing export/import functionality for backup and data portability.	Gaming data (NPCs, Sets, Maps, images stored as blobs), CSV files for data import, JSON for export/import functionality.	React, IndexedDB (browser database), papaparse (CSV parsing library), JavaScript/HTML5 Blob API for image storage.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/ellaneumann/bike_safety_campaign	ellaneumann	ellaneumann	CSS	YES - While this is primarily a website project, it has biomedical relevance as it focuses on brain injury prevention through bike safety and helmet use. The campaign's core purpose is to protect brains from traumatic injury, which relates to neurological health and injury prevention in the biomedical context.	"This repository contains code for a website supporting ""Helmets are Hot,"" a public health campaign aimed at promoting bicycle helmet use for brain protection. The project appears to be a web-based awareness campaign designed to encourage safe cycling practices through messaging that frames brain protection as socially desirable."	Not specified in the available repository information.	Not specified in the available repository information.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/NoManNayeem/BrainFlex	NoManNayeem	NoManNayeem	HTML	"NO. This repository is a general-purpose quiz platform built with Django for creating and managing online quizzes and campaigns. Despite the name ""BrainFlex,"" there is no indication that it relates to neuroscience, brain disorders, medical research, or any biomedical applications - it appears to be a generic educational or entertainment quiz system."	BrainFlex is a Django-based web application that provides a quiz platform where users can participate in various quizzes organized into themed campaigns. The platform features user authentication, campaign management with scheduled quiz events, and supports multiple question formats including text-based, multiple-choice, and checkbox questions with time limits.	Not specified in the available repository information.	Django web framework, Python, HTML/CSS (implied for UI), and standard Django dependencies (as referenced in requirements.txt).
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/patrick-lee-warren/Russian_Hacking_Brain	patrick-lee-warren	patrick-lee-warren		NO. This repository contains data about Russian social media manipulation tactics during the 2016 US presidential election, specifically analyzing Twitter posts from the Internet Research Agency. It is focused on political science, social media analysis, and disinformation research rather than any biomedical or neuroscience applications.	This repository provides a dataset of Twitter posts from Russian trolls during the 2016 US presidential campaign for research into social media manipulation tactics. The data includes tweet content, publication dates, author handles, and categorical codes for analyzing the political orientation and targets of the disinformation campaigns.	Social media data (Twitter posts), including text content, timestamps, user handles, and categorical political coding data.	Not specified in the available repository information.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/Ad-Blockchain/company.Brain.fm	Ad-Blockchain	Twin-Flame		"NO. This repository appears to be related to Brain.fm, which is a commercial music streaming service that provides ""focus music"" rather than a biomedical research project. The repository contains only marketing links (YouTube ad and landing page) and does not relate to neurodegenerative diseases, brain imaging, medical data analysis, or biomedical research."	Based on the available content, this repository does not contain actual code but rather appears to be a placeholder or reference repository containing only marketing links for the Brain.fm commercial service. The repository seems to serve as a bookmark or reference point for Brain.fm's advertising materials rather than a functional software project.	Not specified in the available repository information.	Not specified in the available repository information.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/cyanide863/Project-Braindustry	cyanide863	cyanide863	Java	"NO. This repository is about remaking a video game mod called ""braindustry"" that involves turrets and sprites. Despite the name containing ""brain,"" it is clearly a gaming project and not related to biomedical research, neuroscience, or healthcare applications."	"This is a remake of an old video game mod called ""braindustry"" that was previously removed from a mod browser. The project involves recreating game elements like turrets and other sprites, with the developer starting by drawing designs on paper before implementing them in code."	Not specified in the available repository information.	Not specified in the available repository information.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/steph-25-dotcom/Brainwave_Matrix_Intern	steph-25-dotcom	steph-25-dotcom		"NO. This repository is about digital marketing services and strategies, not biomedical research. Despite the name ""Brainwave Matrix,"" it refers to a marketing framework that uses consumer psychology and analytics for digital marketing campaigns, not neuroscience research or brain-related medical applications."	"This appears to be a marketing documentation repository rather than a code repository, describing the ""Brainwave Matrix Solution"" digital marketing framework. The content outlines a comprehensive digital marketing approach that combines SEO, content creation, audience research, and performance optimization strategies for businesses."	Not specified in the available repository information. The repository mentions consumer behavior data, Google Analytics data, and social media insights, but no specific technical data formats or biomedical data types are described.	Google Analytics, SEMrush, Ahrefs, Google Keyword Planner, Google PageSpeed Insights, social media platforms, email marketing channels, and various SEO optimization tools for technical website analysis.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/Minh-Nguyen-0401/Business-Data-Analyst-Entrance-Test-IFOOD	Minh-Nguyen-0401	Minh-Nguyen-0401	Jupyter Notebook	"NO. This repository is for a business data analyst entrance test for iFood's ""Brain team,"" where ""Brain"" appears to be the name of their data analytics division rather than referring to neuroscience or brain research. iFood is a food delivery company, so this is likely focused on business analytics for their commercial operations."	This repository contains materials for a data analyst hiring assessment used by iFood's Brain team (their data analytics division). The test appears to be designed to evaluate candidates' data analysis skills for business intelligence roles at the food delivery company.	Not specified in the available repository information.	Not specified in the available repository information.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/ezz-ae/entrestate-ecosystem	ezz-ae	ezz-dxb; ezz-ae	TypeScript	NO. This repository is a real estate technology platform that provides market intelligence, property search, and campaign automation tools. It has no connection to biomedical research, neuroscience, brain imaging, or healthcare applications.	Entrestate is an AI-native real estate operating system that combines market intelligence, creative tools, and campaign automation into a unified platform. It features WhatsMAP (a conversational AI interface), an app store for installable suites, a public market library for property search, PDF generation capabilities, and WhatsApp integration for customer interactions.	Real estate project data (stored in JSON format), user data, application data, PDF documents, WhatsApp messages, and Firebase collections.	Next.js, Firebase (Firestore, Hosting, Functions), TypeScript, Node.js, WhatsApp API, Google Gemini AI, Meta APIs, npm, and various Firebase admin tools.
Cognitive Function and Ageing Study	CFAS	Dementia; Cognitive Decline; Normal Aging	https://github.com/mdrajab/CFAS-and-ADNI-Neuropathology	mdrajab	mdrajab	Jupyter Notebook	YES - This repository is directly focused on dementia research, analyzing neuropathological features from two major datasets (CFAS and ADNI) used in Alzheimer's disease and dementia studies. The work addresses feature ranking biases in machine learning applications for dementia classification, which is highly relevant to neurodegenerative disease research.	This repository contains Python scripts that analyze feature-feature correlations and their impact on machine learning-based ranking of neuropathological features in dementia studies. The code performs preprocessing, feature ranking comparison across different filter methods, correlation analysis between pathological features, and evaluates how these correlations bias feature importance in dementia classification tasks.	Neuropathological data from CFAS (Cognitive Function and Ageing Study) and ADNI (Alzheimer's Disease Neuroimaging Initiative) datasets, clinical dementia features.	Python, Jupyter notebooks, WEKA (machine learning software mentioned for additional analysis).
Cognitive Function and Ageing Study	CFAS	Dementia; Cognitive Decline; Normal Aging	https://github.com/mdrajab/CFAS-ranking-code	mdrajab	mdrajab	Jupyter Notebook	YES - This repository is directly focused on dementia research, specifically neuropathological assessment of dementia using machine learning. It analyzes neuropathological and clinical data from the CFAS (Cognitive Function and Ageing Study) to classify and understand dementia cases, which is clearly relevant to neurodegenerative disease research.	This code implements a machine learning pipeline for analyzing dementia cases using neuropathological and clinical data from the CFAS study. The scripts perform feature ranking, classification using multiple algorithms, and analysis of misclassified cases to identify clinical signatures associated with different patient clusters. The workflow progresses from data preparation and feature correlation analysis to classification performance evaluation and clinical pattern identification.	Neuropathological data, clinical data, CFAS (Cognitive Function and Ageing Study) dataset including neuropathology assessments and clinical measurements.	Python, Jupyter notebooks, WEKA (for filter methods and feature ranking), machine learning classification algorithms (7 different algorithms mentioned), clustering analysis, heatmap visualization tools, and integration with external clinical signature analysis code from Emmanuel A. Jammeh's GitHub repository.
Cognitive Function and Ageing Study	CFAS	Dementia; Cognitive Decline; Normal Aging	https://github.com/buttybren/Incident-Dementia-in-Wales	buttybren	buttybren		YES - This repository is directly focused on biomedical research, specifically analyzing risk factors associated with incident dementia in the aging population of Wales using longitudinal cohort data from the Cognitive Function and Ageing Study (CFAS).	This project analyzes two waves of CFAS Wales data to identify risk factors associated with incident dementia in older adults. The study examines lifestyle, demographic, and medical history factors to determine their association with developing dementia, using AGECAT scores to identify incident cases in the second wave among participants who were dementia-free at baseline.	Clinical/epidemiological data including cognitive assessments (AGECAT scores), demographic information, lifestyle factors, and medical history data from the Cognitive Function and Ageing Study (CFAS) Wales longitudinal cohort study.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/aranganathan01/alzheimersAid	aranganathan01	aranganathan01		YES - This repository is directly related to Alzheimer's disease, a major neurodegenerative condition. It focuses on developing a healthcare application specifically designed to assist Alzheimer's patients with memory recovery and cognitive support.	This project develops a memory recovery device for Alzheimer's patients that combines web technologies with hardware components. The system provides memory recovery prompts, personalized identity reinforcement, and real-time location awareness to help support patients with cognitive impairment.	Not specified in the available repository information.	HTML, CSS, JavaScript, Arduino, pulse sensor, embedded coding
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/rjsabouhi/rcd-neurodegeneration	rjsabouhi	rjsabouhi	Python	YES - This repository is biomedically relevant as it specifically focuses on modeling neurodegeneration processes, particularly identity collapse in Alzheimer's and Parkinson's diseases. It aims to simulate cognitive decline patterns and explore interventions for stabilizing cognitive coherence in neurodegenerative conditions.	This code implements a symbolic neurodegeneration simulator that models the progressive collapse of identity coherence over time using mathematical phase dynamics. The simulation tracks how symbolic cognitive structures decay in conditions like dementia by analyzing parameters such as identity rigidity, memory tension, and symbolic entropy to predict coherence outcomes.	Not specified in the available repository information.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/stanleynwakamma/ViBRAINium	stanleynwakamma	stanleynwakamma		NO - This repository is for a luggage tracking system for American Airlines using QR codes, RFID technology, and facial verification. It is a travel/transportation technology project with no relation to biomedical research, neuroscience, brain disorders, or medical applications.	ViBRAINium is a smart luggage tracking system designed for American Airlines that enables passengers to locate their luggage on carousels in real-time. The system uses QR code/RFID technology for luggage identification and facial verification technology for security purposes.	Not specified in the available repository information.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/viktormiok/AstrocytesHeterogenityARC	viktormiok	viktormiok	Jupyter Notebook	YES. This repository is highly biomedically relevant as it focuses on astrocyte biology in the hypothalamus and their response to dietary interventions, which is directly related to neuroscience and brain function. The research examines how different astrocyte populations in brain regions (cortex, hippocampus, hypothalamus) respond to high-caloric diets, which has implications for understanding metabolic regulation by the central nervous system and potentially neurodegenerative processes.	This repository provides multi-omics analysis tools for studying astrocyte heterogeneity in the arcuate nucleus of the hypothalamus in response to high-fat, high-sugar diet exposure. The code integrates transcriptomics, proteomics, and single-cell RNA sequencing data to analyze spatial and temporal changes in astrocyte populations, including spatial point pattern analysis methods for cellular-level anatomical description.	- Transcriptomics data (RNA-seq) - Proteomics data - Single-cell RNA sequencing (scRNA-seq) - Astrocyte spatial point pattern data - In vivo molecular marker labeling data	- R programming language - Python programming language - Jupyter notebooks (.ipynb files) - GEO (Gene Expression Omnibus) database access - Standard bioinformatics tools for genomics data processing (tar, gunzip) - Gitpod for cloud-based development
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/mrpkdeveloper/BrainHealth	mrpkdeveloper	mrpkdeveloper; vark1; dependabot[bot]	HTML	"NO. Despite the repository name ""BrainHealth,"" the actual code implements a generic web application with user management, articles, and comments functionality. There is no evidence of biomedical research, brain imaging, neurological data analysis, or healthcare applications in the repository content."	This is a web application built with a MySQL database backend that provides user management and article/blog functionality. The system allows users to create accounts, post articles, and add comments, following a typical social media or blogging platform architecture.	Not specified in the available repository information.	MySQL database, mysql_native_password authentication, backend controllers and routing system, HTML components, CSS libraries, JavaScript libraries, and fonts for frontend styling.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/fashionliner/Help	fashionliner	fashionliner		NO. This repository does not contain any biomedical research content. It appears to be a personal distress message from someone seeking help with various personal issues, but contains no scientific code, medical data analysis, or research related to neurodegenerative diseases or brain imaging.	This repository does not contain any code. The README file consists entirely of a personal plea for help regarding alleged harassment, identity theft, and various personal grievances, with no programming content or technical documentation present.	Not specified in the available repository information.	No tools, packages, or frameworks are mentioned or used in this repository.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/akshaykarthicks/BrainSpark	akshaykarthicks	akshaykarthicks		"NO. This repository is a general AI-powered branding and web design tool that generates logos, color palettes, fonts, and landing pages for businesses. Despite the misleading name ""BrainSpark"" (which appears to be a typo for ""BrandSpark""), it has no connection to neuroscience, brain research, medical applications, or any biomedical domain."	BrandSpark AI is a web-based tool built with Google Opal that takes a simple business concept prompt and automatically generates a complete brand identity package. The tool outputs brand names, logo design prompts, Google Font pairings, color palettes with hex codes, and responsive landing page templates using TailwindCSS.	Not specified in the available repository information.	Google Opal, TailwindCSS, Google Fonts API, OpenAI DALL·E 3, Replicate (optional for image generation)
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/rosshandler/Structure-Indentity	rosshandler	rosshandler	R	YES - This repository is highly biomedically relevant as it focuses on human brain organoids and cerebral development, investigating how tissue morphology influences cellular fate decisions during brain development. The research uses advanced molecular techniques to study brain architecture and development, which has direct implications for understanding neurodevelopmental processes and potentially neurodevelopmental disorders.	This project analyzes the relationship between tissue morphology and molecular identity in human brain organoids using single-cell RNA sequencing, single-nucleus RNA sequencing, and spatial transcriptomics (Molecular Cartography). The code investigates how different organoid culture protocols affect morphology and tissue architecture, and demonstrates that proper spatial organization is crucial for normal temporal progression of cell fate decisions during brain development.	- Single-cell RNA sequencing (scRNA-seq) - Single-nucleus RNA sequencing (snRNA-seq) - Spatial transcriptomics (Molecular Cartography) - Morphological/imaging data of brain organoids - Human fetal brain reference data	Not specified in the available repository information (only the README abstract is provided, which doesn't mention specific computational tools, programming languages, or analysis frameworks used).
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/huevvn/DeepBrainwaveIdentity	huevvn	huevvn; Omar-Elnazly	Jupyter Notebook	YES - This repository is biomedically relevant as it focuses on EEG (electroencephalography) brainwave analysis for identity purposes. EEG is a neuroimaging technique that measures electrical activity in the brain and is commonly used in neuroscience research and clinical applications for studying brain function and neurological conditions.	This project appears to be a deep learning system for analyzing EEG brainwave patterns to identify individuals based on their unique neural signatures. The code likely implements machine learning models using PyTorch to process and classify EEG signals for biometric identification purposes.	EEG (electroencephalography) brainwave data	numpy, scipy, torch (PyTorch), scikit-learn, mne (EEG processing), tqdm, matplotlib, seaborn
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/wongyoJung/Encoding-the-Glucose-Identity-by-Discrete-Hypothalamic-Neurons-via-the-Gut-Brain-Axis-	wongyoJung	wongyoJung	MATLAB	YES - This repository is biomedically relevant as it involves analysis of hypothalamic neurons and the gut-brain axis, which are important components of neuroscience research. The study focuses on neural encoding mechanisms related to glucose sensing, which is relevant to understanding brain function and potentially metabolic disorders affecting the nervous system.	This repository contains analysis code for processing single-cell calcium trace data from hypothalamic neurons. The research investigates how discrete neurons in the hypothalamus encode glucose identity through gut-brain axis signaling pathways.	Single-cell calcium imaging data, neuronal calcium traces	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/Conxz/PIB	Conxz	Conxz		YES - This repository is biomedically relevant as it focuses on collecting and organizing brain imaging data for neuroscience research. It deals specifically with neuroimaging data (MRI, fMRI) and brain analysis, which are core components of biomedical research related to understanding brain function and structure.	"This repository serves as a collection and documentation project for ""Personally Identifiable Brains"" (PIB), which gathers brain imaging datasets from various researchers who have shared their own brain scans. The project is inspired by Poldrack's MyConnectome Project and aims to create a resource of brain imaging data with known personal identities for research purposes."	MRI (T1, T2, T2*, FLAIR), fMRI (resting state and task-based), diffusion MRI (DMRI), anatomical brain scans, brain atlases	Brain Imaging Data Structure (BIDS), 3T MRI scanners, figshare, OpenFMRI platform, OSF (Open Science Framework)
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/IngoGiebel/project-genesis-asi	IngoGiebel	IngoGiebel	JavaScript	"NO - This appears to be a general website project with no clear connection to biomedical research, neuroscience, or healthcare applications. The repository name ""project-genesis-asi"" and the package.json contents show standard web development dependencies without any biomedical-specific libraries or frameworks."	This is a TypeScript-based website project that includes markdown editing capabilities and content sanitization features. The project uses modern web development tools including a markdown editor (EasyMDE), HTML sanitization (DOMPurify), and choice selection components, suggesting it may be a content management or documentation website.	Not specified in the available repository information.	TypeScript, DOMPurify (HTML sanitization), EasyMDE (markdown editor), Marked (markdown parser), Choices.js (select component library), and standard Node.js build tools.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/the-imt/identity_thoughts	the-imt	the-imt		NO. This repository is a general cybersecurity essay about digital identity authentication methods (passwords, biometrics, tokens) and has no relation to biomedical research, neuroscience, brain disorders, or healthcare applications.	This is not a code repository but rather a written essay/documentation about digital identity authentication and security practices. The content discusses the three traditional factors of authentication (something you know, have, and are) with focus on passwords, tokens, and biometric systems for proving digital identity.	Not specified in the available repository information.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/luke-james/braindump-identity	luke-james	luke-james	Python	"NO. This is a generic AWS serverless application template using Lambda functions and API Gateway. Despite the name ""braindump-identity,"" there is no evidence in the repository content of any biomedical research, neuroscience applications, brain imaging, or healthcare-related functionality. It appears to be a standard cloud infrastructure project for identity management or similar web services."	This is a serverless application template built with AWS SAM (Serverless Application Model) that provides a basic Lambda function with API Gateway integration. The project serves as a starting template for deploying serverless applications on AWS, including sample code, deployment configurations, and testing infrastructure.	Not specified in the available repository information.	AWS SAM CLI, AWS Lambda, API Gateway, AWS CloudFormation, Python 3, Docker, pytest, pytest-mock, AWS Toolkit, AWS CLI
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/Fadil369/brainsait-identity-iod-production	Fadil369	claude	TypeScript	"YES - This repository is biomedically relevant as it integrates with healthcare systems, specifically the Saudi Healthcare (NPHIES) system for healthcare facility directories, insurance validation, and healthcare provider verification. The system includes neural integration components branded as ""BrainSAIT"" which suggests brain/neuroscience applications, and provides healthcare-specific identity verification services."	This is a production-ready identity verification application that integrates Stripe Identity services with neural network components and regional healthcare systems. The system provides advanced identity verification with specific integrations for Saudi Arabia's NPHIES healthcare system and Sudan's National Identity system, featuring fraud detection, device fingerprinting, and real-time verification capabilities.	Healthcare facility data, insurance coverage data, healthcare provider credentials, national identity records, biometric verification data, device fingerprinting data, and neural network synchronization data.	React, Vite, TypeScript, Node.js, Stripe Identity API, Cloudflare Pages, WebSocket connections, Obsidian MCP, ESLint, Prettier, Inter font family, CSS with glassmorphism effects, Content Security Policy implementation, and various regional APIs (NPHIES for Saudi Arabia, Sudan National ID system).
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/BigBrain-Solutions/BigBrainID	BigBrain-Solutions	Lukeuke	C#	"NO. This repository is a general software project that implements an OAuth 2.0 authorization service for a company website called ""BigBrain Solutions."" Despite the ""BigBrain"" name, there is no indication in the repository content that it relates to neuroscience, brain research, medical applications, or any biomedical domain - it appears to be a standard web authentication service."	This is an identity and authorization service built with ASP.NET Core that implements OAuth 2.0 authentication protocols. The service is designed to handle user authentication for the BigBrain Solutions company website and can be deployed using Docker or on Azure cloud infrastructure.	Not specified in the available repository information.	- ASP.NET Core - Cassandra database - Docker (Docker Compose) - Azure cloud platform - OAuth 2.0 protocol - SSL/TLS encryption - GitHub Actions (for CI/CD workflows)
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/AstraXStardust/echosphere	AstraXStardust	AstraXStardust		"NO - This repository appears to be a general software project focused on creating a personal assistant or ""second brain"" system with multiple identities. There is no indication of biomedical applications, neuroscience research, brain imaging, or healthcare-related functionality."	"Echosphere is a project designed to create a multiple-identity personal assistant or ""second brain"" system for individual users. The project appears to be in early development stages with minimal implementation details available in the repository."	Not specified in the available repository information.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/AHumbleTraveller/Callosum	AHumbleTraveller	AHumbleTraveller		YES - This repository is biomedically relevant as it focuses on brain-computer interfaces (BCIs), which are a key area of neuroscience and biomedical engineering research used for treating neurological conditions and understanding brain function.	This appears to be a project in early planning stages that aims to explore brain-computer interfaces and cybernetic identity. The repository currently contains only a README describing future research directions into BCI methodologies, cyberspace dimensionality, and security considerations for brain-computer systems.	Not specified in the available repository information.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/chaitali25386/Differential-Gene-Expression-in-Brain	chaitali25386	chaitali25386		YES - This repository is focused on differential gene expression analysis in brain compartments to understand how different brain regions acquire their final cellular identity, which is directly relevant to neuroscience and brain research.	This project aims to assess how different compartments of the brain acquire their final identity through differential gene expression analysis. The repository is intended to build analysis pipelines using online tools and R-based tools, and serve as a platform for sharing data analysis ideas and facilitating discussion about proper assessment methods.	Gene expression data (specific modalities not clearly specified in the available repository information)	R-based tools, online tools (specific packages and frameworks not specified in the available repository information)
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/EEG-FGBIO/FGBIO	EEG-FGBIO	EEG-FGBIO		YES - This repository is biomedically relevant as it focuses on EEG (electroencephalography) signal analysis for biometric identification, which involves brain imaging/neuroimaging data and neuroscientific analysis of brain regions and frequency bands.	This project develops a brain-vision recognition framework that uses EEG signals combined with visual features for fine-grained biometric identification. The approach employs contrastive learning to align EEG neural embeddings with visual representations, offering a privacy-preserving alternative to traditional image-based biometric methods.	EEG signals, visual/RGB images, neural embeddings	"Not specified in the available repository information (code and datasets are listed as ""coming soon"")."
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/klevando/BICCN-StrataQuest-Script	klevando	klevando	MATLAB	YES - This repository is biomedically relevant as it contains code for analyzing brain tissue and cellular data from marmoset brains, specifically for creating a brain cell census that reveals regional specialization of cellular identities. This directly relates to neuroscience research and brain analysis.	This repository contains MATLAB scripts for analyzing and visualizing brain tissue validation data from marmoset brain cell census experiments. The code generates various types of plots including scatterplots, bar graphs, histograms, and density heatmaps to analyze cellular identities and their regional specialization across different brain areas.	Brain tissue data, cellular identity data, flow cytometry data, brain imaging data (available through Brain Image Library), marmoset brain cell census data.	MATLAB, dscatter function for flow cytometry data visualization, Brain Image Library database for additional datasets.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/ziyayylll/Cure-for-lovesickness	ziyayylll	ziyayylll	JavaScript	"NO. This repository is a web-based interactive application designed to help people overcome ""love brain"" (obsessive romantic thinking) through astrology-themed self-help exercises and emotional tracking. While it involves emotional assessment and mood tracking, it is not related to biomedical research, neurodegenerative diseases, brain imaging, or clinical neurological applications."	"This is an interactive web application called ""Cure for Lovesickness"" that provides astrology-themed tools to help users manage romantic obsession and emotional dependency. The application includes emotional assessment sliders, zodiac-based ""supply packages"" with self-care advice, a 21-day self-improvement tracking program, and a ""love brain check center"" with progress tracking and achievement milestones."	User interaction data (emotional assessment scores, daily check-in records, progress tracking data), zodiac preferences, and self-reported symptoms - all stored locally in browser storage.	HTML, CSS, JavaScript, Web Storage API (localStorage), Clipboard API (navigator.clipboard), and standard web browser technologies.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/Blockplay-Footbal/Blockplay-Protocol-	Blockplay-Footbal	Blockplay-Footbal		NO. This repository is for BlockPlay Protocol, a peer-to-peer football (soccer) betting platform built on blockchain technology. It is entirely focused on sports betting, cryptocurrency, and decentralized finance applications, with no relation to biomedical research, neuroscience, brain imaging, or healthcare applications.	BlockPlay Protocol is a decentralized peer-to-peer football betting platform built on Polygon and Avalanche blockchain networks. The protocol allows users to create and match bets directly without intermediaries, includes staking/lending mechanisms, AI-powered fraud detection, and incorporates a charity mechanism that allocates funds to football infrastructure development.	Not specified in the available repository information.	Solidity, Polygon blockchain, Avalanche Subnet, The Graph Subgraph, Python, TensorFlow, React, Tailwind CSS, Hardhat, MetaMask, WalletConnect, OKX, TrustWallet, Bitcoin, USDT, USDC, DAI, and native $PLAY token.
Mount Sinai Brain Bank	MSBB	Alzheimer's Disease; Other Neurodegenerative Diseases; Normal Controls	https://github.com/SNN0/APOE_coexpression_analysis	SNN0	SNN0	R	YES. This repository is directly focused on Alzheimer's disease research, analyzing how APOE genotypes affect gene co-expression networks using RNA-sequencing data from major AD cohorts (ROSMAP and MSBB). It specifically investigates molecular mechanisms underlying AD pathology across different APOE variants.	This code performs co-expression network analysis to investigate how different APOE genotypes (E2E3, E3E3, E3E4) affect gene expression patterns in Alzheimer's disease. It processes RNA-sequencing data from two major cohorts, constructs genotype-specific co-expression networks, identifies monotonic patterns across genotypes, and performs functional enrichment analysis to understand the biological significance of these patterns.	RNA-sequencing data, gene expression data, genotype data (APOE variants), clinical data from ROSMAP (Religious Orders Study and Memory and Aging Project) and MSBB (Mount Sinai Brain Bank) cohorts.	R packages including dplyr, tidyverse, data.table, ggplot2, writexl, Hmisc, foreach, doParallel, DESeq2, limma, edgeR, clusterProfiler, org.Hs.eg.db, enrichplot, biomaRt; Bioconductor for genomics analysis; Gene Ontology (GO) and KEGG pathway databases for functional enrichment analysis.
